"Census","X_Center","Y_Center","lats","lngs","nearest_wholefoods","nearest_wholefoods_lat","nearest_wholefoods_long","nearest_ralphs","nearest_ralphs_lat","nearest_ralphs_long","nearest_traderjoes","nearest_traderjoes_lat","nearest_traderjoes_long","nearest_library","nearest_library_lat","nearest_library_long","X2015ZRI","X2016ZRI","X2017ZRI","X2015ZHVI","X2016ZHVI","X2017ZHVI","Citations","Coffee","Restaurants","Shelters","totCars","totVans","totCampers","totTents","totEncamp","totCarPeople","totVanPeople","totCamperPeople","totTentPeople","totEncampPeople","totUnsheltPeople","totSheltPeople","totPeople","CrimeCount","MedHouseIncomes","HousingUnits","BusStops","X2015HousedPopulation","totHomeless2015","totHomeless2016","totHomeless2017","X2015Popin1Mi","X2016Popin1Mi","X2017Popin1Mi","TractSqMi"
101110,6473137.319,1916938.497,34.25947365,-118.2929869,12819.0422607761,34.1510829,-118.2459665,2902.33603667547,34.2416022,-118.2700209,8028.71693120794,34.2069873,-118.2331547,755.631745169896,34.2583944,-118.3010953,2685.416667,2850.958333,2970.944444,585920.8333,633941.6667,679911.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,95,54489,0,2,4885,0,6,1,57,66,51.495,0.441045853
101122,6474004.24,1919937.467,34.26772131,-118.2901465,13606.2394273101,34.1510829,-118.2459665,3447.16923189412,34.2416022,-118.2700209,8556.79041135648,34.2069873,-118.2331547,1446.60237273287,34.2583944,-118.3010953,2685.416667,2850.958333,2970.944444,585920.8333,633941.6667,679911.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,119500,0,0,3805,0,6,0,80.91666667,19,1,1.020779967
101210,6473812.157,1914570.598,34.25297238,-118.2907309,12067.8535699945,34.1510829,-118.2459665,2287.74113310166,34.2416022,-118.2700209,7367.88167126602,34.2069873,-118.2331547,1128.58258779375,34.2583944,-118.3010953,2704.722222,2896.527778,3012.481481,623527.7778,672894.4444,721037.037,0,0,2,0,0,0,1,0,0,0,0,2,0,0,5,0,5,141,42769,0,5,6485,18,19,5.095,44.75,62,46.995,0.251211351
101220,6476560.222,1914066.411,34.25160845,-118.2816322,11662.2848244266,34.1510829,-118.2459665,1543.49153166509,34.2416022,-118.2700209,6676.8704343779,34.2069873,-118.2331547,1943.60789310835,34.2583944,-118.3010953,2704.722222,2896.527778,3012.481481,623527.7778,672894.4444,721037.037,0,1,3,1,0,0,0,0,0,0,0,0,0,0,34,0,34,82,51926,0,4,3509,33,39,34,41.5,75,38.198,0.269850002
101300,6479770.768,1913027.367,34.24877755,-118.2709988,11116.8492002999,34.1510829,-118.2459665,803.809260357506,34.2416022,-118.2700209,5811.55367077649,34.2069873,-118.2331547,2968.95360288626,34.2583944,-118.3010953,2845.041667,3059.375,3181.111111,696558.3333,751179.1667,799000,0,0,9,0,0,0,0,3,0,0,0,0,5,0,20,0,20,99,92042,0,7,4222,11.75,33,20.108,33,39,34,0.996216926
101400,6472764.091,1910891.136,34.24285336,-118.2941635,11138.0553903726,34.1510829,-118.2459665,2226.06117888608,34.2416022,-118.2700209,6890.12680001371,34.2069873,-118.2331547,1843.85381068003,34.2583944,-118.3010953,2725.041667,2917.041667,3039.444444,638020.8333,687910.4167,736936.1111,0,1,9,0,0,2,4,0,0,0,4,8,0,0,12,0,12,107,61763,46,9,3977,11.75,17,11.995,51,58,39.095,2.435794449
102103,6454600.666,1904481.361,34.22507926,-118.354188,9297.56819880456,34.1579165,-118.4142109,4017.97062377578,34.2225182,-118.3977306,7555.85138566556,34.1749504,-118.2988584,1915.12098374432,34.2148849,-118.3709474,2497.222222,2663,2765.740741,515029.1667,555719.4444,596981.4815,0,0,0,0,0,1,3,0,0,0,2,6,0,0,8,0,8,67,81458,0,4,1813,5.1,20,8.093,36.74285714,60,35.577,0.458064996
102104,6457244.795,1901235.929,34.21618657,-118.345404,9067.59418155613,34.1579165,-118.4142109,3629.70242997686,34.183956,-118.3394374,6280.03101873863,34.1749504,-118.2988584,2355.81269890837,34.2148849,-118.3709474,2535.814815,2715.462963,2813.888889,555572.9167,599035.4167,640027.7778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,77279,0,9,3782,18.6,28,0,19.27142857,51,41.505,0.640903126
102105,6456069.928,1898941.775,34.20987141,-118.3492638,8319.87544375796,34.1579165,-118.4142109,3023.43631976846,34.183956,-118.3394374,6054.17337725949,34.1749504,-118.2988584,2072.67209249021,34.2148849,-118.3709474,2541.62963,2726.981481,2822.765432,559280.2083,605238.5417,642034.7222,0,0,0,0,1,0,3,0,1,2,0,6,0,2,10,0,10,31,37308,0,0,1830,5.1,10,9.802,27.67142857,49,23.61,0.190035295
102107,6459510.372,1910066.662,34.2404733,-118.3380083,11562.198194958,34.1579165,-118.4142109,2458.21953311769,34.26048,-118.3267,8135.8713299237,34.1749504,-118.2988584,3939.12919940102,34.2583944,-118.3010953,2560.375,2741.458333,2851.305556,566175,610177.0833,656441.6667,0,0,0,0,0,2,0,0,0,0,4,0,0,0,5,0,5,80,61103,0,15,3916,14.25,0,4.616,0,0,0,4.98893261
103101,6468650.311,1921962.026,34.27324074,-118.3078874,14744.9415435015,34.1510829,-118.2459665,2239.02068090773,34.26048,-118.3267,10084.3123329172,34.2069873,-118.2331547,1766.86898478775,34.2583944,-118.3010953,2424.083333,2570.833333,2675.222222,477466.6667,516325,565111.1111,0,0,0,0,1,0,2,0,0,2,0,4,0,0,7,0,7,51,86458,0,0,2758,7.5,23,6.781,6,2,12.4,0.783642966
103102,6468790.14,1918374.656,34.26338434,-118.3073883,13720.7256027006,34.1510829,-118.2459665,1805.90136491429,34.26048,-118.3267,9278.39126797863,34.2069873,-118.2331547,802.353988888029,34.2583944,-118.3010953,2424.083333,2570.833333,2675.222222,477466.6667,516325,565111.1111,0,0,6,0,0,0,5,0,1,0,0,10,0,2,12,0,12,136,84280,82,6,4942,6,2,12.4,17.25,46,25.576,0.479119671
103200,6458879.81,1922034.04,34.27335207,-118.3402287,14543.3288981756,34.1579165,-118.4142109,1897.96415093193,34.26048,-118.3267,11597.0072670194,34.1749504,-118.2988584,3966.60381804364,34.2583944,-118.3010953,2356.083333,2499.791667,2594.666667,442229.1667,478475,518922.2222,0,0,9,0,5,0,3,1,9,8,0,6,2,17,55,0,55,142,66250,0,24,6327,78.41666667,65,55.271,0,0,0,2.86334907
103300,6454252.239,1916237.014,34.25737869,-118.3554781,12321.8151243425,34.1579165,-118.4142109,2670.16422086651,34.26048,-118.3267,10552.7949325874,34.1749504,-118.2988584,3923.80745855362,34.2726803,-118.3939002,2356.083333,2499.791667,2594.666667,442229.1667,478475,518922.2222,0,0,1,0,0,1,2,0,3,0,2,4,0,6,15,0,15,101,114028,0,9,3881,19.32142857,0,14.775,0,0,0,2.371246822
103400,6466790.684,1915269.739,34.25483549,-118.3139736,13137.6526630429,34.1510829,-118.2459665,1328.86044377619,34.26048,-118.3267,9000.96356581278,34.1749504,-118.2988584,1249.38737778683,34.2583944,-118.3010953,2356.083333,2499.791667,2594.666667,442229.1667,478475,518922.2222,0,0,10,0,0,1,3,0,4,0,2,6,0,8,18,0,18,129,76936,0,10,6365,9.75,17,17.795,6,2,12.4,0.965463411
104103,6443077.492,1925274.944,34.28209931,-118.3925764,13966.6680695248,34.1579165,-118.4142109,6520.5068207733,34.26048,-118.3267,10084.0056353717,34.272659,-118.5016054,1055.56666588994,34.2726803,-118.3939002,2273.833333,2404.0625,2496.388889,411291.6667,445689.5833,476752.7778,0,0,0,0,0,0,0,0,12,0,0,0,0,23,33,0,33,73,70250,0,2,4317,2,10,33.106,31.5,12,37.466,0.366421384
104105,6439410.67,1923123.757,34.27614821,-118.4046862,13190.6645691309,34.1579165,-118.4142109,6004.27491490965,34.2225182,-118.3977306,8923.94307997896,34.272659,-118.5016054,1064.64822162605,34.2726803,-118.3939002,2234.638889,2365.916667,2451.111111,394497.2222,426658.3333,452829.6296,0,0,0,0,1,0,2,0,0,2,0,4,0,0,7,8,15,65,37225,0,6,5795,6.5,5,14.781,129.5,193,67.735,0.225723534
104108,6441253.964,1922025.177,34.27314972,-118.3985703,12908.2494146968,34.1579165,-118.4142109,5636.80462753264,34.2225182,-118.3977306,9478.40711024249,34.272659,-118.5016054,432.771190697411,34.2726803,-118.3939002,2178.291667,2310.625,2409.277778,376075,411650,434716.6667,0,0,4,0,0,0,2,0,1,0,0,4,0,2,6,0,6,151,52054,60,10,5662,14,6,6.116,8.5,15,47.887,0.423392888
104124,6448444.564,1927140.796,34.28728268,-118.3748325,14850.114188217,34.1579165,-118.4142109,5339.15633742705,34.26048,-118.3267,11774.0027370248,34.272659,-118.5016054,2391.34057724967,34.2726803,-118.3939002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104201,6435978.234,1926905.205,34.28650054,-118.4160998,12854.6279008142,34.2734532,-118.5549553,7320.27239116476,34.2225182,-118.3977306,8014.58772312779,34.272659,-118.5016054,2556.67518362939,34.2726803,-118.3939002,2254.645833,2380.479167,2461.277778,399760.4167,430777.0833,457738.8889,0,0,2,0,2,0,4,1,2,3,0,8,2,4,24,0,24,98,46193,0,4,5231,12,10,24.114,100,126,17.372,0.420850985
104203,6437340.162,1924191.136,34.27905811,-118.4115543,13205.7502517711,34.2734532,-118.5549553,6421.23834796151,34.2225182,-118.3977306,8314.12685056318,34.272659,-118.5016054,1772.36692508988,34.2726803,-118.3939002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104204,6442219.669,1927916.398,34.28934838,-118.3954505,14732.4780442257,34.1579165,-118.4142109,7093.8944124886,34.26048,-118.3267,9939.47622353061,34.272659,-118.5016054,1860.95368540961,34.2726803,-118.3939002,2223.75,2348.472222,2436.777778,389233.3333,422144.4444,447300,0,0,0,0,0,0,6,0,0,0,0,13,0,0,17,0,17,156,45500,0,5,3534,11,1,16.569,2,10,33.106,1.029546477
104310,6431980.798,1923236.41,34.27637307,-118.4292815,11565.0869480065,34.2734532,-118.5549553,6661.05921625431,34.2225182,-118.3977306,6665.81831236892,34.272659,-118.5016054,1687.29379920584,34.2612159,-118.4292353,2234.638889,2365.916667,2451.111111,394497.2222,426658.3333,452829.6296,0,0,2,0,1,0,2,0,0,2,0,4,0,0,6,0,6,118,46809,0,5,5302,6.5,5,5.781,114.25,174,18.194,0.582430839
104320,6434704.52,1922045.535,34.27313236,-118.4202492,12391.6744616822,34.2734532,-118.5549553,6003.2886929542,34.2225182,-118.3977306,7484.18338386853,34.272659,-118.5016054,1563.04607546526,34.2612159,-118.4292353,2234.638889,2365.916667,2451.111111,394497.2222,426658.3333,452829.6296,0,1,9,0,1,0,0,0,0,2,0,0,0,0,3,0,3,267,44594,0,11,6390,93.5,121,2.591,73.75,79,63.374,0.467976185
104401,6430926.895,1919843.985,34.2670388,-118.4327217,11267.3330164481,34.2734532,-118.5549553,5910.15705944294,34.2225182,-118.3977306,6367.6855850367,34.272659,-118.5016054,723.219322447373,34.2612159,-118.4292353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104403,6430381.194,1916838.532,34.25877381,-118.4344849,11202.8461678737,34.2734532,-118.5549553,5265.85077985335,34.2225182,-118.3977306,6365.49223191444,34.272659,-118.5016054,554.238670789483,34.2612159,-118.4292353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104404,6432139.698,1918704.026,34.26392065,-118.4286916,11664.0132700879,34.2734532,-118.5549553,5418.43675213122,34.2225182,-118.3977306,6777.91108199838,34.272659,-118.5016054,305.218225785618,34.2612159,-118.4292353,2272.55,2405.45,2498.266667,407463.3333,440695,467593.3333,0,0,8,0,2,3,2,0,0,3,5,4,0,0,14,0,14,100,34769,0,8,3504,12.75,7,13.795,160.25,235,57.576,0.208330409
104500,6433016.154,1915639.792,34.25551084,-118.4257479,10915.9480332302,34.1579165,-118.4142109,4487.41127995584,34.2225182,-118.3977306,7235.26429080439,34.272659,-118.5016054,711.537287967542,34.2612159,-118.4292353,2272.55,2405.45,2498.266667,407463.3333,440695,467593.3333,0,1,5,0,0,0,0,0,1,0,0,0,0,2,2,21,23,90,48977,0,4,3556,7.75,31,22.926,73,96,66.929,0.20500425
104610,6435064.857,1917423.377,34.26043552,-118.4189927,11420.85219561,34.1579165,-118.4142109,4652.39234209943,34.2225182,-118.3977306,7721.00593811169,34.272659,-118.5016054,946.352875183299,34.2612159,-118.4292353,2219.166667,2352.4375,2437.972222,388850,421031.25,446788.8889,0,0,6,0,0,0,1,0,0,0,0,2,0,0,3,0,3,83,51042,0,5,3981,28,6,3.095,133,248,63.326,0.228605509
104620,6434011.918,1916506.631,34.25790433,-118.4224647,11156.5009380672,34.1579165,-118.4142109,4549.51131967988,34.2225182,-118.3977306,7463.81642313,34.272659,-118.5016054,723.835990480082,34.2612159,-118.4292353,2219.166667,2352.4375,2437.972222,388850,421031.25,446788.8889,0,0,0,0,5,4,1,0,0,8,7,2,0,0,19,0,19,70,52781,0,2,3814,3,0,19.28,72.25,147,70.288,0.205068881
104701,6436218.707,1920344.135,34.26847447,-118.415214,12307.6033354739,34.1579165,-118.4142109,5362.8386222195,34.2225182,-118.3977306,7961.04835642644,34.272659,-118.5016054,1522.12607321464,34.2612159,-118.4292353,2234.638889,2365.916667,2451.111111,394497.2222,426658.3333,452829.6296,0,0,4,0,0,1,0,0,0,0,2,0,0,0,2,0,2,152,26431,0,5,4556,8,46,1.808,150.25,144,59.323,0.212530942
104703,6440617.644,1915507.248,34.25523249,-118.4005905,10905.496204184,34.1579165,-118.4142109,3651.23614989928,34.2225182,-118.3977306,9493.71072416781,34.272659,-118.5016054,2037.47606145479,34.2726803,-118.3939002,2256.277778,2393.75,2479.574074,399506.9444,432281.9444,461566.6667,0,0,0,0,6,3,17,3,0,10,5,36,5,0,62,0,62,55,38750,64,5,2647,10.66666667,12,61.689,8,5,0,0.451639851
104704,6438128.505,1918173.562,34.26253158,-118.4088637,11656.096538857,34.1579165,-118.4142109,4570.57242794997,34.2225182,-118.3977306,8606.05542859444,34.272659,-118.5016054,1780.82181619319,34.2726803,-118.3939002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104810,6437410.677,1913725.004,34.25029957,-118.4111792,10287.8233024965,34.1579165,-118.4142109,3331.07731848585,34.2225182,-118.3977306,8683.84042169348,34.272659,-118.5016054,2058.33024593815,34.2612159,-118.4292353,2256.277778,2393.75,2479.574074,399506.9444,432281.9444,461566.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,59931,0,12,5699,8,5,0,57.16666667,101,135.654,0.433694799
104821,6435858.952,1912374.296,34.24657048,-118.4162954,9870.78176605598,34.1579165,-118.4142109,3176.18172887389,34.2225182,-118.3977306,8368.99950608361,34.272659,-118.5016054,2018.79028599904,34.2612159,-118.4292353,2249.916667,2386.75,2472.666667,398010,430613.3333,459333.3333,0,0,2,0,0,0,0,0,1,0,0,0,0,2,3,0,3,141,47917,80,5,3791,0,38,2.926,128.3333333,82,74.725,0.205312937
104822,6434459.17,1912112.025,34.24583378,-118.4209236,9806.40103422288,34.1579165,-118.4142109,3360.45756023632,34.2225182,-118.3977306,8001.28577491718,34.272659,-118.5016054,1875.35380435266,34.2612159,-118.4292353,2304.095238,2442.952381,2534.269841,417195.2381,451901.1905,481363.4921,0,0,8,0,1,3,1,0,5,2,5,2,0,10,26,0,26,70,55288,0,6,2461,7.75,14,25.738,92.58333333,100,48.818,0.235002367
106010,6427790.983,1941073.361,34.32533621,-118.4434108,11771.995410959,34.2734532,-118.5549553,9322.32948714457,34.256727,-118.501532,7938.95835841904,34.272659,-118.5016054,2076.79682333323,34.3075438,-118.4502043,2233.458333,2357.083333,2441.222222,393525,425454.1667,451016.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,75096,0,9,3320,13,8,0,101.8333333,18,57.866,0.973261339
106020,6432322.599,1939576.373,34.32127673,-118.4283806,12799.9137988045,34.2734532,-118.5549553,9843.71359362785,34.256727,-118.501532,8639.3492814043,34.272659,-118.5016054,2522.58269523608,34.3075438,-118.4502043,2233.458333,2357.083333,2441.222222,393525,425454.1667,451016.6667,0,0,0,0,4,1,16,1,0,6,2,34,2,0,43,0,43,165,69924,0,5,5869,26.66666667,0,43.392,111.3333333,70,2,0.779104416
106111,6438637.48,1939516.928,34.32118553,-118.4074655,14567.364483205,34.2734532,-118.5549553,10042.0562188945,34.26048,-118.3267,10204.5757991112,34.272659,-118.5016054,4212.84453407959,34.3075438,-118.4502043,2233.458333,2357.083333,2441.222222,393525,425454.1667,451016.6667,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,2,82,68304,0,3,4495,29.16666667,0,2.095,0,0,0,1.477432386
106112,6437110.087,1933806.777,34.30547781,-118.4124465,13583.0421650638,34.2734532,-118.5549553,9333.7332393045,34.2225182,-118.3977306,8977.21092146191,34.272659,-118.5016054,3479.5786816898,34.3075438,-118.4502043,2233.458333,2357.083333,2441.222222,393525,425454.1667,451016.6667,0,0,2,0,1,0,2,0,0,2,0,4,0,0,13,170,183,171,69500,0,8,6203,157.3333333,8,182.781,58.33333333,28,71.917,1.246075501
106113,6434154.655,1934074.286,34.30617916,-118.4222365,12738.453072802,34.2734532,-118.5549553,9137.98778768472,34.256727,-118.501532,8198.17321423761,34.272659,-118.5016054,2576.21503979626,34.3075438,-118.4502043,2233.458333,2357.083333,2441.222222,393525,425454.1667,451016.6667,0,0,7,0,0,0,14,0,6,0,0,29,0,12,50,0,50,86,66827,0,6,3619,21,25,49.881,243.8333333,63,204.817,0.555224059
106114,6432713.719,1932824.034,34.30272694,-118.4269903,12212.2481580207,34.2734532,-118.5549553,8557.68839843662,34.256727,-118.501532,7635.42200369101,34.272659,-118.5016054,2200.96468555178,34.3075438,-118.4502043,2254.645833,2380.479167,2461.277778,399760.4167,430777.0833,457738.8889,0,0,13,0,0,2,6,0,2,0,4,13,0,4,22,0,22,208,46279,0,10,6294,37.33333333,3,22.036,231.5,96,236.662,0.391675015
106403,6428405.227,1934040.562,34.30601863,-118.4412741,11066.129326248,34.2734532,-118.5549553,7799.28455404659,34.256727,-118.501532,6676.83072489196,34.272659,-118.5016054,838.530453725397,34.3075438,-118.4502043,2249.791667,2383.25,2462.722222,401420.8333,432225,459311.1111,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,4,184,59444,0,14,4075,4,11,4,161.6666667,130,32.313,0.426854077
106405,6426299.681,1937202.254,34.31468085,-118.4482929,10829.9766396128,34.2734532,-118.5549553,8099.29531474998,34.256727,-118.501532,6776.57784967551,34.272659,-118.5016054,813.699619468533,34.3075438,-118.4502043,2249.791667,2383.25,2462.722222,401420.8333,432225,459311.1111,0,1,4,0,0,0,1,0,0,0,0,2,0,0,3,0,3,85,53617,0,9,4252,13,4,3.095,132.3333333,129,63.432,0.451754365
106406,6422720.824,1940022.563,34.32238617,-118.4601875,10277.4319139571,34.2734532,-118.5549553,8239.11226876779,34.256727,-118.501532,6719.44224334069,34.272659,-118.5016054,1890.09363042511,34.3075438,-118.4502043,2382.75,2537.5,2629.5,454208.3333,489020.8333,509750,0,0,0,0,0,0,4,0,0,0,0,8,0,0,9,0,9,136,76833,60,13,5290,13,4,9.379,28,23,47.557,0.805024834
106407,6429836.904,1935692.18,34.3105742,-118.4365572,11646.744148227,34.2734532,-118.5549553,8464.46119792223,34.256727,-118.501532,7321.50447667477,34.272659,-118.5016054,1299.41611321986,34.3075438,-118.4502043,2271.416667,2396.888889,2472.407407,406130.5556,435861.1111,463696.2963,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,35365,0,3,3060,49.16666667,52,0,153.1666667,86,127.995,0.089615505
106408,6428778.067,1936674.701,34.31326132,-118.4400777,11456.8011410376,34.2734532,-118.5549553,8459.08567026117,34.256727,-118.501532,7242.1515697805,34.272659,-118.5016054,1127.87801516905,34.3075438,-118.4502043,2233.458333,2357.083333,2441.222222,393525,425454.1667,451016.6667,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,53,37625,0,2,3825,49.16666667,10,2,107.8333333,108,54.078,0.088378707
106510,6415205.903,1940486.584,34.32356412,-118.4850839,8509.13165372179,34.2734532,-118.5549553,7592.50403178125,34.256727,-118.501532,5866.88351922052,34.272659,-118.5016054,3669.47345782831,34.3075438,-118.4502043,2429.666667,2575.916667,2653.777778,476608.3333,506454.1667,530655.5556,0,0,2,0,0,1,5,0,0,0,2,10,0,0,12,0,12,147,85344,0,14,5454,10.83333333,21,12.282,0,0,0,2.212980787
106520,6422346.534,1935100.856,34.3088574,-118.4613524,9467.9838905292,34.2734532,-118.5549553,6880.01149770657,34.256727,-118.501532,5472.03527792453,34.272659,-118.5016054,1035.46585750432,34.3075438,-118.4502043,2370.944444,2517.166667,2597.925926,446586.1111,478238.8889,502851.8519,0,1,1,0,11,1,6,4,3,17,2,13,7,6,44,0,44,174,62788,0,5,6188,2,11,44.462,43.66666667,82,32.329,0.851614118
106603,6403705.827,1938373.257,34.31759857,-118.5231356,5719.5381525735,34.2734532,-118.5549553,6050.95021272283,34.2632485,-118.5241562,5380.25143778591,34.272659,-118.5016054,5621.82886875485,34.2772071,-118.5598302,2661.833333,2824.138889,2915.148148,545955.5556,575658.3333,602466.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,94787,0,2,3045,0.333333333,18,0,0,0,0,5.906384921
106604,6418618.029,1933511.514,34.3044425,-118.4736742,8233.22738066835,34.2734532,-118.5549553,5897.43806757249,34.256727,-118.501532,4372.37907039482,34.272659,-118.5016054,2185.59650949855,34.3075438,-118.4502043,2370.944444,2517.166667,2597.925926,446586.1111,478238.8889,502851.8519,0,0,5,0,3,2,3,0,0,5,4,6,0,0,15,0,15,191,55660,68,10,5373,4.666666667,13,14.673,7,11,44.462,1.008750427
106641,6408109.99,1931388.988,34.29846908,-118.5084331,5105.30601353341,34.2734532,-118.5549553,4178.96946249397,34.2632485,-118.5241562,2940.99421756031,34.272659,-118.5016054,3933.32289575546,34.2642841,-118.4976183,2869.708333,3052.791667,3153.111111,610783.3333,642166.6667,668011.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,109583,0,2,2401,0,0,0,0,0,6.285,0.438372355
106642,6408516.396,1926966.482,34.28632241,-118.5070136,4636.67861501262,34.2734532,-118.5549553,3014.01095330682,34.2632485,-118.5241562,1600.28845933663,34.272659,-118.5016054,2601.07345229513,34.2642841,-118.4976183,2695.583333,2860.694444,2947,550969.4444,580336.1111,608359.2593,0,0,0,0,0,0,2,0,0,0,0,4,0,0,4,0,4,86,97448,0,9,3309,0,0,4.19,0.5,15,6.501,0.60905597
106643,6403990.518,1928129.189,34.28945368,-118.5220166,3514.52266688267,34.2734532,-118.5549553,2923.77912931068,34.2632485,-118.5241562,2649.55588095025,34.272659,-118.5016054,3589.89628677745,34.2642841,-118.4976183,2869.708333,3052.791667,3153.111111,610783.3333,642166.6667,668011.1111,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,2,83,142000,0,1,4466,0,0,2.095,0,0,4.19,1.672700844
106645,6412402.792,1928490.281,34.29056275,-118.4941725,5906.35512005353,34.2734532,-118.5549553,3826.93607200332,34.256727,-118.501532,2107.04045560036,34.272659,-118.5016054,2942.44760253292,34.2642841,-118.4976183,2370.944444,2517.166667,2597.925926,446586.1111,478238.8889,502851.8519,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,115972,0,6,3421,0,0,0,5,14,6.893,0.975947805
106646,6412452.249,1924550.61,34.27973785,-118.4939446,5655.59588692208,34.2734532,-118.5549553,2654.95463352685,34.256727,-118.501532,1057.14640457572,34.272659,-118.5016054,1753.18395785546,34.2642841,-118.4976183,2471.933333,2615.466667,2723.2,483023.3333,516916.6667,548071.1111,0,4,4,0,0,0,0,1,0,0,0,0,2,0,3,0,3,101,88810,0,9,3347,0,14,2.703,0.5,4,61.18,0.569917042
106648,6423986.799,1929358.271,34.29309826,-118.4558345,9375.65833309684,34.2734532,-118.5549553,5836.40076624582,34.256727,-118.501532,4785.49227087675,34.272659,-118.5016054,1689.3669971503,34.3075438,-118.4502043,2329.291667,2470.6875,2555.416667,430102.0833,462560.4167,487105.5556,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,34089,60,6,4250,4.5,0,0,25.16666667,67,5.182,0.306121094
106649,6422524.718,1927968.761,34.2892618,-118.4606541,8850.65978698729,34.2734532,-118.5549553,5220.87544573925,34.256727,-118.501532,4195.76588512847,34.272659,-118.5016054,2250.62431469122,34.3075438,-118.4502043,2329.291667,2470.6875,2555.416667,430102.0833,462560.4167,487105.5556,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,79118,0,1,3007,12.16666667,6,0,20,47,37.027,0.428043103
107010,6426754.122,1932614.62,34.30208033,-118.4467204,10452.4585146402,34.2734532,-118.5549553,7135.03847072122,34.256727,-118.501532,6017.41832588908,34.272659,-118.5016054,687.407470314418,34.3075438,-118.4502043,2370.944444,2517.166667,2597.925926,446586.1111,478238.8889,502851.8519,0,2,7,0,1,0,0,0,0,2,0,0,0,0,4,0,4,111,53235,0,4,3458,2,33,3.591,132.8333333,116,55.148,0.264330232
107020,6425611.525,1930971.212,34.2975505,-118.4504793,9976.75149247455,34.2734532,-118.5549553,6534.95528646712,34.256727,-118.501532,5458.09584277209,34.272659,-118.5016054,1112.73646200069,34.3075438,-118.4502043,2329.291667,2470.6875,2555.416667,430102.0833,462560.4167,487105.5556,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,2,139,71546,0,4,5801,11,28,1.591,24.66666667,61,52.053,0.384054858
108101,6398039.624,1924467.631,34.27930582,-118.5416524,1386.31991204214,34.2734532,-118.5549553,2181.24071944885,34.275457,-118.5649033,3757.38312406967,34.272659,-118.5016054,1688.32119381142,34.2772071,-118.5598302,2779.520833,2946.875,3061.055556,582062.5,615793.75,651769.4444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,124750,0,0,2263,0,0,0,12.5,27,0,0.435727227
108102,6393989.737,1924909.178,34.28045841,-118.5550665,779.883493120282,34.2734532,-118.5549553,1062.40613793558,34.275457,-118.5649033,3289.76257898103,34.2582985,-118.5787259,568.332443560091,34.2772071,-118.5598302,2752.520833,2918,3006.638889,569485.4167,600022.9167,632438.8889,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,87917,0,1,3568,10.5,8,0,12,0,4.686,0.843095793
108103,6398552.197,1927055.208,34.28642362,-118.5400017,1994.15696774804,34.2734532,-118.5549553,2595.51552658144,34.275457,-118.5649033,3849.88000809114,34.272659,-118.5016054,2092.61192675403,34.2772071,-118.5598302,2785.777778,2959.722222,3053.814815,578269.4444,610886.1111,642029.6296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,148388,0,0,3343,1.5,0,0,12,8,0,0.989824305
