Census,X_Center,Y_Center,lats,lngs
310701,6467053.369,1889997.148,34.18539226,-118.312844
310702,6468887.741,1888444.441,34.18114118,-118.3067629
310703,6470862.942,1886528.667,34.17589329,-118.3002133
310800,6464068.174,1886022.986,34.1744459,-118.3226725
310900,6461560.814,1888556.14,34.18138424,-118.3309896
311000,6457683.673,1889866.921,34.18495032,-118.3438237
311100,6454417.436,1890147.575,34.18569033,-118.3546268
311200,6454855.708,1885166.089,34.17200618,-118.3531198
311300,6457888.732,1885934.374,34.17414617,-118.3431013
311400,6455993.673,1881620.078,34.16227318,-118.349317
311500,6459308.509,1882512.841,34.16475753,-118.3383693
311600,6459221.341,1878205.749,34.15292146,-118.3386095
311700,6464834.99,1881405.485,34.16176441,-118.3200887
311801,6468847.986,1882979.107,34.16612289,-118.3068392
311802,6467558.57,1885064.178,34.17184147,-118.3111231
320000,6455260.149,1873103.833,34.13886477,-118.3516432
320100,6432579.273,1929960.514,34.29485687,-118.4273952
320201,6428870.15,1926763.615,34.28602833,-118.4396292
320202,6430422.58,1928110.025,34.2897466,-118.4345092
320300,6426981.329,1925359.694,34.28214772,-118.4458616
400204,6634809.742,1870516.298,34.13202437,-117.758303
400205,6647521.34,1876330.623,34.14791002,-117.7162443
400206,6647690.558,1868870.88,34.12741039,-117.7157547
400207,6631234.754,1874363.805,34.14261982,-117.7700872
400302,6625423.176,1863960.137,34.11406698,-117.7893657
400304,6621978.155,1861012.624,34.10598693,-117.8007664
400402,6614899.232,1871791.716,34.13564269,-117.8240886
400403,6623463.664,1874559.594,34.14320394,-117.7957682
400404,6614898.344,1881090.381,34.16119417,-117.8240377
400501,6602631.86,1880644.511,34.16002119,-117.8645877
400602,6589139.271,1872790.534,34.13848121,-117.9092115
400603,6584999.444,1877873.355,34.15245764,-117.9228794
400604,6592968.61,1878082.085,34.15301153,-117.8965387
400800,6595424.815,1872555.586,34.13781822,-117.8884405
400900,6598912.049,1871901.091,34.13600857,-117.8769191
401001,6606211.17,1873913.875,34.14151247,-117.8527887
401002,6602247.3,1873905.305,34.14150416,-117.8658886
401101,6605655.726,1868284.909,34.12604705,-117.8546512
401102,6602018.309,1870098.158,34.13104347,-117.866662
401201,6611678.263,1867609.973,34.12416685,-117.8347552
401202,6611932.772,1863683.65,34.11337669,-117.8339358
401203,6605545.429,1863197.251,34.11206729,-117.8550399
401303,6619260.166,1848779.637,34.07238686,-117.8098214
401304,6618503.551,1853363.108,34.0849855,-117.8122916
401311,6617824.88,1862895.817,34.11118352,-117.8144748
401312,6613455.937,1858401.02,34.09885373,-117.8289334
401500,6629029.456,1858235.852,34.0983161,-117.7774934
401601,6633073.495,1865107.528,34.11717315,-117.7640823
401602,6633110.669,1861071.15,34.10608152,-117.7639908
401603,6628768.668,1862788.701,34.11082827,-117.7783216
401701,6639296.182,1864100.997,34.11436547,-117.743532
401703,6636604.94,1859449.201,34.10160154,-117.752461
401704,6639851.026,1858913.775,34.10010782,-117.741743
401800,6647459.684,1864152.844,34.11444769,-117.7165615
401901,6649851.392,1859161.726,34.10071403,-117.7087078
401902,6644839.065,1859223.313,34.10092204,-117.7252639
402001,6645131.569,1854275.699,34.08732452,-117.7243425
402002,6648420.828,1854313.056,34.0874019,-117.7134788
402101,6642283.087,1853807.41,34.08605883,-117.7337542
402102,6638859.594,1853446.406,34.08509123,-117.7450636
402200,6632833.962,1852240.64,34.08181831,-117.7649731
402301,6631299.972,1847224.257,34.06804376,-117.7700769
402303,6635591.991,1846900.496,34.06712631,-117.7559076
402304,6632598.818,1844921.1,34.06170678,-117.7658059
402402,6625659.64,1841996.144,34.05371168,-117.788737
402403,6618233.343,1840734.634,34.05028563,-117.8132614
402404,6616137.127,1842560.291,34.05531278,-117.8201707
402405,6624374.489,1846880.695,34.06714107,-117.7929465
402406,6627452.458,1846851.246,34.0670423,-117.7827836
402501,6633039.802,1842222.795,34.0542894,-117.7643708
402502,6634232.899,1839829.493,34.04770521,-117.7604508
402600,6639432.646,1847840.723,34.06968362,-117.7432184
402702,6644076.753,1845617.007,34.0635396,-117.7279036
402703,6644832.414,1850912.575,34.07808539,-117.7253608
402705,6643079.995,1848585.885,34.07170501,-117.7311684
402706,6646326.452,1848566.741,34.07162807,-117.7204486
402801,6642599.846,1842668.628,34.05544878,-117.7328058
402803,6638820.819,1839893.04,34.04784884,-117.7453051
402804,6642775.253,1840090.669,34.04836365,-117.7322494
402902,6638937.564,1834860.441,34.0340192,-117.7449619
402903,6642377.662,1836823.55,34.039389,-117.7335905
402904,6641596.852,1831974.996,34.02607157,-117.7362097
403000,6635225.473,1836115.401,34.03749289,-117.7572038
403200,6618405.842,1836762.965,34.03937118,-117.8127164
403303,6604907.497,1823481.304,34.00293601,-117.8573336
403304,6605872.243,1818147.284,33.98827513,-117.8541762
403305,6607643.005,1814388.701,33.97793992,-117.8483535
403312,6613415.598,1828857.577,34.01767276,-117.8292324
403316,6622731.255,1834009.993,34.03178343,-117.7984574
403317,6627124.579,1836616.402,34.03892038,-117.7839389
403318,6632785.468,1833585.707,34.0305576,-117.7652771
403319,6618084.925,1826580.946,34.01139414,-117.8138379
403320,6623392.657,1824337.314,34.0052007,-117.7963392
403321,6626450.609,1828789.784,34.01741796,-117.7862184
403322,6611467.649,1819144.257,33.99099094,-117.8357129
403323,6615098.705,1821722.757,33.99805936,-117.8237196
403324,6617778.655,1815440.989,33.98078479,-117.8149162
403325,6614299.798,1807242.53,33.95827378,-117.8264378
403401,6600995.4,1827375.802,34.01365209,-117.8702244
403402,6605331.249,1828969.255,34.01801443,-117.8559096
403403,6609943.883,1834538.706,34.03329933,-117.8406591
403404,6605862.585,1832760.725,34.02843073,-117.8541381
403405,6609511.022,1840943.659,34.0509011,-117.8420545
403406,6605389.392,1838818.809,34.04507934,-117.8556711
403407,6600246.616,1836456.746,34.03860783,-117.8726572
403408,6597453.175,1831664.974,34.0254501,-117.8818963
403500,6606519.607,1845184.142,34.06256586,-117.8519093
403600,6603763.464,1850026.458,34.07588268,-117.8609871
403702,6604417.757,1855440.352,34.0907568,-117.8588013
403703,6608160.363,1856239.68,34.09293817,-117.8464362
403721,6598775.537,1857298.196,34.09588225,-117.877429
403722,6600349.33,1854265.343,34.087543,-117.8722435
403801,6601657.843,1859861.266,34.10291518,-117.8678976
403802,6608181.802,1859930.277,34.10307933,-117.8463468
403901,6600029.912,1866625.607,34.12150843,-117.873247
403902,6600266.228,1863195.981,34.11208346,-117.8724805
404000,6596232.068,1863922.96,34.11409443,-117.8858053
404100,6593541.908,1863980.123,34.11425958,-117.8946926
404201,6593349.838,1868466.219,34.12658732,-117.8953117
404202,6596245.323,1867910.845,34.12505256,-117.8857465
404301,6590686.585,1868805.386,34.12752661,-117.9041106
404302,6590885.631,1865300.833,34.11789604,-117.9034641
404401,6587030.382,1869421.138,34.12922759,-117.91619
404402,6585019.976,1866169.706,34.12029751,-117.9228413
404501,6585267.798,1862759.113,34.11092514,-117.9220312
404503,6588282.447,1862642.651,34.11059828,-117.9120723
404504,6590925.653,1862606.578,34.11049249,-117.9033404
404600,6572644.826,1863186.418,34.11211902,-117.963732
404701,6562725.917,1848614.296,34.07208219,-117.9965023
404702,6566202.454,1848133.268,34.07075951,-117.9850227
404703,6564921.274,1845849.163,34.06448356,-117.989254
404801,6568538.34,1850961.398,34.07852962,-117.9773075
404802,6571051.542,1848821.281,34.07264703,-117.9690103
404803,6571888.66,1846940.872,34.06747918,-117.9662481
404901,6568656.315,1857221.897,34.09573255,-117.9769132
404902,6567986.967,1854035.466,34.08697707,-117.9791262
404903,6569933.377,1854260.185,34.08759329,-117.9726977
405001,6571794.452,1859904.118,34.10310051,-117.9665449
405002,6577113.554,1859979.105,34.10330042,-117.9489743
405101,6573264.825,1857259.01,34.09583067,-117.9616912
405102,6572966.536,1854850.376,34.08921237,-117.9626794
405201,6576489.252,1853301.55,34.08495226,-117.9510473
405202,6572805.517,1851815.565,34.08087329,-117.9632149
405203,6574699.875,1850137.4,34.07625985,-117.9569613
405301,6579459.187,1854297.483,34.08768457,-117.9412369
405302,6578626.579,1850214.324,34.07646592,-117.9439942
405400,6582384.025,1855689.183,34.09150369,-117.9315739
405500,6583331.486,1851096.687,34.07888232,-117.9284554
405600,6587236.704,1851387.839,34.07967404,-117.9155583
405701,6585546.988,1856513.786,34.09376322,-117.9211251
405702,6588275.584,1855987.952,34.09231208,-117.9121142
405800,6588100.836,1860020.866,34.1033944,-117.9126798
405900,6594890.601,1859911.426,34.10307538,-117.8902516
406000,6591511.369,1855961.751,34.09223184,-117.9014269
406101,6594624.009,1855258.503,34.09029058,-117.8911488
406102,6595198.803,1852051.705,34.08147701,-117.8892621
406200,6592580.259,1850209.86,34.07642349,-117.8979158
406300,6598692.134,1844143.483,34.05973519,-117.8777573
406402,6591803.49,1843506.275,34.05800512,-117.9005028
406411,6591958.517,1847788.027,34.06977035,-117.8999769
406412,6592478.012,1845859.021,34.06446828,-117.898268
406500,6586758.584,1846438.225,34.06607428,-117.9171507
406601,6586906.321,1842676.421,34.05573703,-117.9166732
406602,6582295.759,1842143.179,34.0542813,-117.9318958
406701,6577909.642,1842500.939,34.05527167,-117.9463753
406702,6580792.559,1846385.263,34.06594065,-117.9368496
406800,6575737.783,1845751.668,34.06420719,-117.9535406
406901,6571049.351,1843974.815,34.05932961,-117.9690224
406902,6572535.173,1842923.871,34.05644041,-117.9641181
407001,6568404.236,1844550.281,34.06091284,-117.977755
407002,6563974.07,1842389,34.05497575,-117.9923824
407101,6570049.982,1839802.279,34.04786487,-117.9723257
407102,6568696.21,1838302.857,34.04374561,-117.9767958
407200,6573852.015,1834593.944,34.03354957,-117.9597817
407301,6574172.499,1838942.4,34.04549815,-117.958718
407302,6573531.004,1836762.528,34.03950888,-117.9608384
407400,6574460.583,1841441.076,34.05236383,-117.9577635
407501,6577492.063,1839359.562,34.04664021,-117.9477593
407502,6580468.833,1838395.547,34.04398658,-117.9379348
407601,6577974.189,1836364.566,34.03840969,-117.9461731
407602,6578421.256,1833663.769,34.03098761,-117.9447023
407701,6582929.172,1827461.508,34.01393697,-117.9298385
407702,6577967.656,1829839.978,34.02048106,-117.9462062
407801,6585453.165,1833392.465,34.03022925,-117.9214946
407802,6582431.763,1831798.343,34.0258549,-117.9314701
407900,6583477.157,1837380.195,34.04119103,-117.9280068
408003,6586702.098,1839171.931,34.04610765,-117.9173569
408004,6587272.673,1836152.246,34.03780868,-117.9154818
408005,6593368.748,1840002.693,34.0483734,-117.8953472
408006,6591526.841,1834970.221,34.03455,-117.9014438
408133,6589137.717,1831193.979,34.02417961,-117.9093406
408134,6592550.105,1830568.068,34.02245071,-117.8980812
408135,6592640.282,1828273.007,34.01614397,-117.8977913
408136,6599384.325,1825649.598,34.00891433,-117.8755476
408137,6596873.274,1825477.417,34.00844946,-117.8838337
408138,6587136.293,1829427.758,34.01933107,-117.9159505
408139,6587911.261,1826878.042,34.01232301,-117.9134004
408140,6590991.353,1825861.461,34.00952188,-117.9032402
408141,6594267.088,1825592.272,34.00877304,-117.8924325
408202,6572284.475,1830199.105,34.02147479,-117.9649605
408211,6588767.331,1821798.119,33.99836207,-117.9105905
408212,6598258.844,1820328.321,33.99429603,-117.8792823
408301,6562215.681,1839227.508,34.04628863,-117.9981877
408302,6556232.302,1836400.597,34.03851936,-118.0179375
408303,6560194.306,1834889.283,34.03436772,-118.0048596
408401,6567150.489,1829034.595,34.01827862,-117.9819037
408402,6560357.023,1827999.316,34.0154351,-118.0043216
408501,6571389.799,1826532.948,34.01140154,-117.9679168
408503,6566233.515,1817212.025,33.98579235,-117.9849355
408504,6570438.041,1821935.759,33.99876994,-117.9710617
408505,6567730.47,1823149.773,34.00210768,-117.9799936
408623,6580568.348,1820675.545,33.99529441,-117.9376426
408624,6577107.037,1819997.047,33.99343536,-117.9490627
408625,6572759.035,1818243.178,33.98862119,-117.9634087
408626,6585997.962,1816959.471,33.98507262,-117.9197398
408627,6584212.566,1813671.9,33.97604264,-117.9256372
408628,6578900.408,1816454.565,33.98369851,-117.943153
408629,6573675.29,1814400.622,33.97806148,-117.9603912
408630,6574944.888,1824751.971,34.00650399,-117.9561887
408631,6574282.659,1822479.494,34.00026033,-117.9583769
408703,6595466.374,1807554.396,33.95920411,-117.8885414
408704,6593956.08,1815968.774,33.98233001,-117.8934924
408705,6598112.159,1815915.306,33.98217021,-117.8797836
408706,6601472.441,1813886.14,33.97658283,-117.8687084
408722,6591272.887,1811489.403,33.97002888,-117.9023573
408723,6591716.811,1814392.951,33.97800619,-117.9008838
408724,6590973.723,1816623.937,33.98413859,-117.9033277
408800,6637292.971,1843490.057,34.05774344,-117.7503192
430002,6575159.231,1873097.976,34.13935189,-117.9554108
430003,6579133.002,1885062.442,34.17222313,-117.9422558
430101,6569060.222,1872439.021,34.13754693,-117.9755668
430102,6567732.932,1869191.159,34.12862304,-117.9799552
430200,6571242.883,1878219.266,34.15342861,-117.9683479
430301,6565400.036,1886384.983,34.17587045,-117.9876568
430302,6560626.609,1878711.958,34.15478656,-118.0034377
430400,6553840.629,1881525.513,34.16251512,-118.0258701
430501,6546999.753,1885331.664,34.17296698,-118.0484897
430502,6545542.647,1881311.913,34.1619192,-118.0532999
430600,6547486.589,1878625.113,34.15453888,-118.0468698
430701,6543811.933,1873733.301,34.14109151,-118.0590063
430721,6549041.428,1872533.435,34.13780163,-118.0417222
430723,6543927.344,1869710.087,34.13003643,-118.0586171
430724,6543775.024,1868624.81,34.12705399,-118.0591183
430801,6553796.672,1872579.692,34.13793314,-118.0260077
430802,6555532.543,1868271.968,34.12609718,-118.0202684
430803,6554779.965,1864456.674,34.11561282,-118.0227522
430901,6558183.626,1873938.231,34.14166848,-118.0115108
430902,6557283.495,1871445.67,34.13481893,-118.0144844
431001,6560112.891,1876392.41,34.14841268,-118.0051354
431002,6566302.447,1875249.685,34.14527176,-117.9846789
431100,6562516.441,1871902.658,34.13607551,-117.9971918
431200,6563037.382,1867285.56,34.12338828,-117.995471
431300,6559643.448,1867930.783,34.12516117,-118.0066851
431400,6558682.709,1862870.001,34.11125459,-118.0098579
431501,6551677.756,1858673.169,34.09971815,-118.032995
431502,6555364.872,1859618.281,34.10231791,-118.0208165
431600,6548761.013,1862450.485,34.1100947,-118.0426347
431700,6548910.92,1866528.766,34.12130144,-118.0421452
431800,6543171.922,1865920.205,34.1196211,-118.0611057
431900,6543485.488,1862532.643,34.11031305,-118.060063
432000,6545091.36,1859619.027,34.10230935,-118.0547526
432101,6548676.264,1857269.186,34.09585708,-118.0429074
432102,6543868.457,1856127.196,34.09271237,-118.0587854
432201,6536622.797,1854102.772,34.08713551,-118.0827115
432202,6540029.273,1853561.914,34.08565649,-118.0714598
432300,6548351.454,1853980.336,34.08681938,-118.0439755
432401,6554987.848,1855334.861,34.09054742,-118.0220588
432402,6553164.909,1853329.308,34.08503519,-118.0280777
432500,6559858.084,1856920.561,34.09490658,-118.0059737
432601,6557324.58,1852225.036,34.08200321,-118.0143396
432602,6560062.833,1852031.004,34.08147077,-118.0052966
432700,6551224.559,1850025.305,34.07595458,-118.0344822
432801,6547466.422,1850436.78,34.07708107,-118.046893
432802,6545526.435,1851085.202,34.07886019,-118.0533005
432901,6540209.118,1850288.832,34.07666285,-118.0708582
432902,6543511.031,1851026.306,34.07869523,-118.0599559
433101,6543596.094,1847424.835,34.06879902,-118.059668
433102,6543961.193,1846029.389,34.06496512,-118.0584597
433200,6550524.757,1847058.358,34.06780113,-118.0367895
433302,6557320.586,1845304.964,34.0629878,-118.0143495
433304,6555641.271,1848184.134,34.07089858,-118.019896
433305,6557817.327,1847974.351,34.07032309,-118.0127105
433306,6559317.565,1848404.966,34.07150678,-118.0077568
433307,6559792.173,1847312.35,34.06850451,-118.0061894
433401,6548760.005,1844075.14,34.05960175,-118.0426123
433402,6551171.326,1844047.421,34.05952812,-118.0346512
433403,6553477.711,1845221.537,34.06275638,-118.0270375
433501,6541853.197,1843089.187,34.05688229,-118.0654136
433503,6546890.603,1842378.044,34.05493603,-118.0487816
433504,6544974.606,1843694.679,34.05855124,-118.0551094
433601,6538608.975,1846806.694,34.0670912,-118.0761336
433602,6538471.05,1843764.23,34.05873065,-118.0765813
433700,6543946.567,1839303.69,34.04648382,-118.0584951
433801,6550636.011,1840389.23,34.04947541,-118.0364142
433802,6543746.227,1834136.008,34.03228344,-118.0591464
433901,6555581.258,1843746.33,34.05870407,-118.0200912
433902,6553527.85,1841514.805,34.05257083,-118.0268687
434001,6557390.355,1841334.48,34.05207749,-118.0141173
434003,6554791.963,1839283.854,34.04644134,-118.0226938
434004,6551914.655,1837020.656,34.04022024,-118.0321896
460000,6536528.552,1886563.865,34.17633407,-118.0831114
460100,6526740.025,1892465.844,34.19252536,-118.1154965
460200,6520361.398,1895338.172,34.20039616,-118.1366025
460301,6514979.965,1898347.644,34.20864439,-118.1544149
460302,6513980.467,1893156.52,34.19437561,-118.1576938
460501,6503330.191,1901810.479,34.21810448,-118.1929681
460502,6502704.447,1897494.152,34.20624048,-118.1950103
460600,6495497.022,1904480.664,34.22539769,-118.2188982
460700,6502036.679,1892805.614,34.19335342,-118.1971884
461000,6513023.335,1890323.494,34.18658666,-118.1608439
461100,6519054.374,1889824.76,34.18524108,-118.1408994
461200,6526754.583,1888259.922,34.18096809,-118.1154324
461300,6527975.511,1885639.322,34.17377081,-118.111386
463101,6540335.942,1873504.422,34.14045643,-118.0704932
463102,6537130.965,1872403.773,34.13742535,-118.0810819
463300,6530645.313,1873062.223,34.1392184,-118.102517
464100,6525088.028,1866237.627,34.12044836,-118.1208551
464200,6531562.935,1868191.764,34.12583756,-118.0994686
480002,6535603.584,1866197.201,34.12036702,-118.0861118
480011,6538947.356,1868366.16,34.1263344,-118.0750694
480012,6539251.198,1865344.439,34.11803173,-118.0740581
480101,6539435.833,1862132.34,34.10920568,-118.0734404
480102,6535947.372,1861765.303,34.10818956,-118.0849636
480201,6528176.798,1861760.845,34.10815654,-118.1106336
480202,6532217.176,1862030.953,34.10891024,-118.0972871
480302,6524792.926,1859249.482,34.1012449,-118.1218022
480303,6519971.703,1857034.784,34.09514211,-118.1377177
480304,6521823.74,1857405.517,34.09616765,-118.1316021
480400,6521655.601,1860255.967,34.10399969,-118.1321698
480500,6517797.28,1861804.79,34.10824103,-118.1449225
480600,6514312.181,1865862.829,34.11937762,-118.1564563
480702,6510231.922,1860614.36,34.10493734,-118.1699079
480703,6512817.736,1862238.269,34.10941133,-118.1613747
480704,6515138.392,1860898.322,34.10573933,-118.1537015
480802,6515443.763,1852281.455,34.08206265,-118.1526495
480803,6515158.872,1855505.514,34.09092072,-118.1536066
480804,6517088.635,1857249.247,34.09572019,-118.1472414
480901,6519227.837,1854065.7,34.08698065,-118.140161
480902,6519569.7,1851626.481,34.08027932,-118.1390208
480903,6519466.964,1849217.924,34.07366055,-118.139349
481001,6522217.352,1854309.711,34.08766221,-118.1302887
481002,6525646.467,1857044.2,34.09518789,-118.1189741
481101,6529289.553,1858484.539,34.099157,-118.1069461
481102,6533069.349,1858729.326,34.09984005,-118.0944617
481103,6531894.34,1856407.896,34.09345798,-118.0983354
481201,6540142.441,1857914.753,34.09761772,-118.0710962
481202,6536987.869,1858081.203,34.09806852,-118.0815164
481300,6536673.722,1850151.183,34.0762772,-118.0825326
481401,6530183.164,1852674.155,34.08319343,-118.1039746
481402,6533520.289,1852621.257,34.08305706,-118.0929535
481500,6527525.278,1852324.787,34.08222554,-118.1127509
481603,6525274.517,1853029.741,34.0841555,-118.1201868
481604,6523494.956,1852700.638,34.08324518,-118.1260625
481605,6523633.553,1848572.852,34.07190307,-118.1255878
481606,6523515.324,1850227.69,34.07644993,-118.125985
481711,6525370.94,1846484.647,34.0661708,-118.1198426
481712,6527775.983,1846560.77,34.0663876,-118.1119018
481713,6522550.64,1847140.759,34.0679641,-118.1291575
481714,6522596.394,1845809.441,34.06430599,-118.1290008
481800,6519037.276,1846182.03,34.06531669,-118.1407539
481901,6514712.191,1848263.792,34.07101959,-118.1550451
481902,6516022.665,1846250.138,34.06549183,-118.1507079
482001,6513271.847,1842555.087,34.05532668,-118.1597711
482002,6516752.779,1840187.988,34.04883689,-118.1482676
482101,6520659.866,1843789.618,34.05874881,-118.1353858
482102,6521417.876,1840844.58,34.05065904,-118.1328703
482201,6524715.543,1843878.406,34.05900705,-118.1219962
482202,6527613.808,1843856.911,34.05895727,-118.1124273
482301,6531665.1,1849365.051,34.07410458,-118.0990697
482303,6531761.942,1847547.272,34.06910984,-118.098744
482304,6531715.815,1845844.178,34.06442985,-118.0988908
482401,6535524.073,1846945.883,34.06746683,-118.0863199
482402,6536982.323,1840278.33,34.04914867,-118.0814871
482502,6530237.786,1843863.031,34.05898184,-118.1037641
482503,6532935.019,1843730.556,34.05862514,-118.0948587
482521,6531592.776,1840828.566,34.05064732,-118.0992807
482522,6533204.878,1837281.583,34.04090497,-118.0939478
482600,6526681.886,1839972.88,34.0482816,-118.1154894
482701,6519327.757,1836102.969,34.03762198,-118.1397485
482702,6521122.498,1837506.45,34.04148525,-118.1338308
482800,6526853.767,1835846.966,34.03694472,-118.1149064
500100,6578969.281,1807944.515,33.96031409,-117.9429418
500201,6569508.565,1806433.24,33.95617206,-117.9741413
500202,6563122.129,1807823.764,33.95999568,-117.9952004
500300,6549735.221,1827690.263,34.01457952,-118.0393714
500402,6538511.739,1823702.646,34.00360437,-118.0763967
500403,6542200.957,1826763.012,34.0120209,-118.064231
500404,6539241.985,1827468.638,34.01395427,-118.0739965
500500,6536195.156,1827973.699,34.01533552,-118.0840517
500600,6534898.017,1825302.633,34.00799277,-118.0883243
500700,6532351.082,1820527.694,33.9948655,-118.0967128
500800,6535468.472,1816545.739,33.98393149,-118.0864172
500900,6537295.832,1820018.635,33.99347865,-118.0803987
501001,6540145.748,1818355.999,33.98891587,-118.070993
501002,6542856.524,1815938.21,33.98227709,-118.0620458
501200,6542622.6,1821967.654,33.9988447,-118.0628298
501300,6545572.362,1819181.846,33.99119438,-118.0530932
501400,6547296.059,1815826.861,33.98197776,-118.0474017
501501,6553344.243,1821857.294,33.99855467,-118.0274571
501503,6550609.134,1817326.312,33.98610182,-118.0364753
501504,6550450.629,1814833.386,33.97925148,-118.0369951
501600,6558514.336,1814395.791,33.97805425,-118.0103975
501700,6555637.197,1808488.556,33.96182089,-118.0198835
501802,6552796.852,1810705.775,33.96791155,-118.0292523
501803,6549280.074,1812100.005,33.97173932,-118.0408524
501804,6551078.309,1811423.38,33.96988192,-118.0349208
501900,6553337.806,1806330.984,33.95589073,-118.0274643
502003,6549726.28,1808983.727,33.96317675,-118.0393767
502004,6547175.037,1808157.95,33.96090461,-118.0477889
502005,6551269.814,1804800.146,33.95168248,-118.0342818
502100,6545828.954,1812430.44,33.97264291,-118.0522351
502200,6539847.249,1813973.742,33.97687351,-118.0719673
502301,6537802.094,1810778.285,33.96808868,-118.0787046
502302,6540952.738,1810019.091,33.96600886,-118.0683122
502401,6532295.813,1813798.654,33.97637497,-118.0968738
502402,6534438.841,1812581.52,33.97303594,-118.0898019
502500,6528298.732,1814133.978,33.97728509,-118.1100585
502601,6533046.078,1807812.561,33.95992808,-118.0943807
502602,6530359.381,1809667.44,33.96501774,-118.1032467
502700,6539941.787,1805943.126,33.95480681,-118.0716366
502801,6534620.653,1800919.288,33.9409904,-118.0891681
502802,6541166.381,1797783.877,33.93238882,-118.0675805
502901,6549249.411,1802724.365,33.94597648,-118.0409409
502902,6545760.436,1801550.072,33.94274526,-118.0524424
503000,6546247.569,1794853.224,33.92434409,-118.0508252
503103,6549266.934,1796153.832,33.92792173,-118.0408743
503104,6548758.331,1793296.79,33.92007047,-118.0425469
503105,6551571.064,1794789.411,33.92417486,-118.0332775
503106,6554485.015,1793545.955,33.92076031,-118.0236715
503201,6553581.373,1797815.548,33.93249184,-118.0266537
503202,6551084.366,1800322.881,33.93937949,-118.0348881
503301,6557074.454,1803487.776,33.94808021,-118.0151414
503302,6555185.314,1801144.988,33.94164166,-118.0213686
503401,6566322.485,1798948.582,33.93560721,-117.9846512
503402,6561417.15,1801215.036,33.94183603,-118.0008226
503501,6557616.714,1798015.369,33.93304312,-118.013351
503502,6560697.174,1797645.92,33.93202863,-118.003196
503601,6558277.509,1794182.014,33.92250991,-118.0111713
503602,6560991.118,1790398.969,33.91211522,-118.0022265
503701,6563231.537,1795967.984,33.92741787,-117.9948416
503702,6566330.609,1794066.816,33.9221929,-117.9846269
503703,6566093.662,1789638.141,33.91002373,-117.98541
503801,6563719.329,1784633.792,33.89627331,-117.9932362
503802,6560585.564,1785366.413,33.89828657,-118.0035625
503901,6559573.076,1782291.204,33.88983627,-118.0068982
503902,6555703.781,1781200.816,33.88683867,-118.0196464
504001,6557012.218,1788990.639,33.90824441,-118.0153393
504002,6554390.27,1789370.276,33.90928618,-118.0239805
504101,6551557.675,1789597.928,33.90990951,-118.033316
504102,6548328.028,1786159.629,33.90045823,-118.0439549
530003,6534702.041,1832811.866,34.02862657,-118.0889929
530004,6534228.166,1829676.013,34.02000854,-118.0905475
530005,6527903.631,1832690.494,34.02827443,-118.1114296
530006,6527151.895,1829939.914,34.02071392,-118.1139003
530101,6531230.527,1826857.539,34.01225596,-118.1004304
530102,6526672.024,1827989.444,34.01535281,-118.1154765
530202,6520285.815,1832316.266,34.02722029,-118.1365693
530203,6523348.55,1832104.078,34.02664823,-118.1264604
530204,6522779.573,1829346.676,34.01906931,-118.1283266
530301,6514645.243,1833140.092,34.02946155,-118.155189
530302,6516839.005,1832536.292,34.02781148,-118.1479458
530400,6514782.367,1836563.337,34.03886871,-118.1547538
530500,6511410.608,1836528.958,34.03875946,-118.165883
530601,6508477.401,1842065.398,34.05395911,-118.1755967
530602,6509679.436,1841633.79,34.05277882,-118.1716259
530700,6505941.87,1843982.39,34.05921427,-118.183979
530801,6504600.212,1840950.61,34.05087654,-118.1883898
530802,6506743.278,1841458.491,34.05228295,-118.181318
530901,6504530.216,1838184.335,34.04327486,-118.1886037
530902,6506830.384,1838631.722,34.04451583,-118.1810137
531000,6508982.326,1837262.246,34.04076315,-118.1739023
531101,6504555.979,1835570.11,34.03609148,-118.1885025
531102,6506653.23,1835838.373,34.03683924,-118.1815818
531201,6505289.494,1833256.018,34.02973645,-118.1860673
531202,6505329.091,1831801.129,34.02573883,-118.1859277
531301,6506445.79,1830345.135,34.0217436,-118.1822336
531302,6506293.969,1828583.404,34.01690187,-118.1827241
531502,6509894.975,1829664.869,34.01989097,-118.1708472
531503,6508720.168,1833130.654,34.02940889,-118.174744
531504,6510947.192,1832693.26,34.02821741,-118.1673915
531602,6511729.574,1829219.624,34.01867592,-118.1647906
531603,6512729.123,1833267.116,34.02980229,-118.1615136
531604,6512464.894,1831096.67,34.02383706,-118.1623741
531701,6515581.445,1830309.964,34.0216887,-118.1520851
531702,6513247.876,1828197.163,34.01587309,-118.1597749
531800,6519489.454,1829216.133,34.01869857,-118.1391833
531901,6518523.565,1827231.007,34.01324002,-118.1423614
531902,6521524.415,1826695.552,34.01177994,-118.1324571
532001,6524220.123,1824591.403,34.00600749,-118.1235535
532002,6526082.383,1823687.135,34.00352883,-118.1174056
532101,6529765.765,1824196.235,34.00493897,-118.1052545
532102,6527779.271,1821478.946,33.99746637,-118.1117988
532200,6524499.488,1817589.429,33.98676805,-118.1226036
532302,6508377.568,1825931.562,34.00962521,-118.1758331
532303,6517467.137,1822998.177,34.00160467,-118.1458271
532304,6515336.264,1817095.086,33.98537518,-118.1528279
532400,6497453.876,1823277.737,34.00227502,-118.2118585
532500,6494569.148,1818814.261,33.98999299,-118.2213436
532603,6490858.679,1816894.283,33.98469412,-118.2335691
532604,6492243.647,1816726.063,33.98424064,-118.2289994
