Census,X_Center,Y_Center,lats,lngs
201302,6505997.006,1858054.249,34.09788203,-118.1838819
201401,6505697.651,1851614.221,34.08018422,-118.1848316
201402,6504800.772,1847513.193,34.06891061,-118.1877681
201501,6511810.987,1853925.174,34.0865636,-118.1646555
201503,6509010.774,1853423.663,34.08517256,-118.1739007
201504,6509040.962,1851842.537,34.08082799,-118.173792
201601,6507924.31,1848885.481,34.07269706,-118.1774624
201602,6510825.278,1850501,34.07714997,-118.1678921
201700,6509911.804,1846965.801,34.06743151,-118.1708888
203100,6502156.425,1843940.311,34.05907895,-118.1964766
203200,6502034.267,1841583.763,34.05260284,-118.1968646
203300,6499186.868,1844193.915,34.05975947,-118.2062824
203500,6495011.649,1842811.711,34.05593704,-118.2200572
203600,6498201.716,1841131.745,34.05133948,-118.2095139
203710,6500800.194,1840600.11,34.0498932,-118.2009322
203720,6500126.135,1839509.821,34.04689352,-118.2031501
203800,6502419.319,1838810.95,34.04498562,-118.1955756
203900,6502741.738,1834586.131,34.03337815,-118.1944844
204110,6501463.989,1836557,34.03878695,-118.1987145
204120,6500717.099,1834776.565,34.03389049,-118.201168
204200,6499540.389,1838319.527,34.0436195,-118.2050757
204300,6498689.472,1836548.867,34.03874918,-118.2078724
204410,6496453.868,1839260.752,34.04618811,-118.2152707
204420,6497558.613,1838655.579,34.04453163,-118.2116197
204600,6495983.178,1835946.555,34.03707841,-118.2168009
204700,6497296.204,1833725.162,34.03098205,-118.2124515
204810,6500157.583,1832836.103,34.0285553,-118.2030018
204820,6499293.712,1831113.154,34.02381606,-118.2058412
204910,6502406.759,1831495.136,34.02488277,-118.1955701
204920,6501817.451,1828809.684,34.01750038,-118.1974975
205110,6496731.567,1831369.555,34.0245059,-118.2142985
205120,6497485.567,1829274.946,34.01875462,-118.2117956
206010,6491640.573,1847508.274,34.06882172,-118.2312222
206020,6491477.426,1843409.09,34.05755673,-118.2317297
206031,6491192.106,1833992.856,34.0316805,-118.2325998
206032,6493598.618,1839581.094,34.04705119,-118.2246984
206050,6494164.631,1833929.315,34.0315244,-118.2227886
206200,6488479.222,1839572.16,34.04699401,-118.2415978
206300,6487984.637,1837432.34,34.04111083,-118.2432134
207101,6487516.43,1844745.317,34.06120269,-118.2448177
207102,6489122.44,1844043.595,34.05928509,-118.2395097
207103,6489198.784,1845934.818,34.06448239,-118.2392725
207301,6485443.548,1839413.251,34.04653689,-118.2516175
207302,6486623.211,1839779.016,34.04755001,-118.2477263
207400,6487277.71,1842770.287,34.05577399,-118.2455899
207501,6485043.661,1843019.001,34.0564422,-118.2529675
207502,6485004.937,1841659.798,34.05270704,-118.253084
207710,6482394.043,1839540.847,34.04686611,-118.2616851
207900,6482847.738,1837232.941,34.04052757,-118.2601678
208000,6484111.701,1845250.824,34.06256843,-118.2560631
208301,6481147.176,1845043.686,34.0619781,-118.2658492
208302,6482168.567,1845587.151,34.06347884,-118.2624816
208401,6480155.298,1845696.944,34.06376591,-118.2691298
208402,6481104.917,1847368.758,34.06836675,-118.266009
208501,6479307.947,1847797.483,34.06953161,-118.2719463
208502,6478632.707,1846531.921,34.06604899,-118.2741645
208610,6476334.777,1848761.846,34.07215903,-118.2817725
208620,6477479.952,1847867.043,34.06970901,-118.2779829
208710,6476095.365,1846421.991,34.06572761,-118.2825413
208720,6476527.492,1845341.829,34.06276282,-118.2811046
208801,6477884.153,1844367.131,34.06009483,-118.2766164
208802,6477264.584,1845115.085,34.0621454,-118.2786688
208902,6479166.098,1843035.821,34.05644621,-118.2723721
208903,6478870.302,1844256.996,34.05979961,-118.2733596
208904,6479859.498,1844170.063,34.05956808,-118.2700929
209102,6480634.176,1842573.335,34.0551862,-118.2675212
209103,6481693.455,1843270.631,34.05710996,-118.2640302
209104,6480984.882,1844025.169,34.05917819,-118.2663761
209200,6482583.742,1842212.637,34.05420915,-118.2610819
209300,6480393.494,1840952.269,34.05072999,-118.2683015
209401,6476394.071,1843143.53,34.05672119,-118.2815247
209402,6477695.587,1842390.484,34.05466188,-118.277221
209403,6478716.786,1841831.205,34.05313275,-118.2738446
209510,6476258.893,1841776.089,34.05296263,-118.2819584
209520,6477773.454,1840894.567,34.05055191,-118.2769503
209810,6476137.884,1840377.023,34.04911727,-118.2823449
209820,6477374.949,1839680.652,34.04721323,-118.2782548
210010,6479174.786,1839543.905,34.04685101,-118.2723121
211000,6461196.895,1847216.559,34.06778587,-118.3317418
211120,6474509.014,1846247.756,34.06523647,-118.2877775
211121,6475233.905,1849074.67,34.07301009,-118.2854106
211122,6474078.891,1848957.607,34.07267935,-118.2892234
211201,6471280.892,1849639.069,34.07452943,-118.2984693
211202,6472600.115,1849632.08,34.07452091,-118.294113
211310,6471269.819,1848321.578,34.07090907,-118.298493
211320,6472588.224,1848304.008,34.07087147,-118.2941394
211410,6468599.881,1848950.159,34.07261421,-118.3073155
211420,6469924.232,1848954.219,34.07263641,-118.3029424
211500,6466193.926,1848900.22,34.07245651,-118.3152596
211701,6465218.607,1846313.629,34.0653405,-118.3184531
211703,6467301.646,1846964.396,34.06714665,-118.311582
211704,6467298.657,1845641.481,34.06351145,-118.3115783
211802,6469374.23,1845644.575,34.06353744,-118.3047254
211803,6470133.327,1846970.783,34.06718796,-118.3022323
211804,6468808.459,1846965.314,34.0671619,-118.3066067
211910,6471262.606,1846974.625,34.06720779,-118.2985036
211921,6472959.102,1846978.46,34.06723204,-118.292902
211922,6472203.122,1846977.068,34.06722214,-118.2953981
212101,6472579.855,1845656.18,34.06359557,-118.2941415
212102,6471260.487,1845651.721,34.06357263,-118.2984976
212202,6474452.958,1843019.684,34.05636577,-118.2879321
212203,6473722.264,1844257.806,34.05976217,-118.2903562
212204,6474880.512,1844277.431,34.05982523,-118.2865323
212303,6472765.688,1844260.987,34.05976328,-118.2935144
212304,6471433.109,1844297.829,34.05985374,-118.2979144
212305,6471353.947,1842933.376,34.05610379,-118.2981624
212306,6472592.726,1842938.529,34.05612797,-118.2940727
212410,6470126.826,1844195.085,34.0595607,-118.3022262
212420,6470198.297,1842930.944,34.05608763,-118.3019777
212501,6469172.658,1842927.637,34.05607002,-118.3053637
212502,6468689.758,1843864.981,34.05864166,-118.3069674
212610,6466600.48,1844309.276,34.05984479,-118.3138698
212620,6466841.895,1843040.607,34.05636074,-118.3130597
212701,6464945.136,1842297.963,34.05430368,-118.3193139
212702,6462867.118,1843837.114,34.05851469,-118.3261907
212800,6461524.082,1841421.976,34.05186621,-118.3305985
212900,6464272.794,1840535.243,34.04945411,-118.3215149
213100,6466946.535,1840957.082,34.05063643,-118.3126928
213201,6469421.38,1841684.394,34.05265585,-118.3045301
213202,6469425.457,1840364.636,34.04902939,-118.3045035
213310,6471430.346,1841030.015,34.05087426,-118.2978915
213320,6472700.048,1841029.469,34.05088303,-118.2937
213401,6474459.116,1842052.062,34.05370694,-118.2879026
213402,6474459.428,1840644.99,34.04984052,-118.2878882
214000,6456129.902,1849805.754,34.07485347,-118.348502
214100,6458924.215,1849727.21,34.07466391,-118.3392739
214400,6453461.541,1851020.848,34.07816662,-118.3573276
214501,6453280.799,1848499.345,34.07123615,-118.3578948
214502,6455545.189,1847315.555,34.0680052,-118.3504042
214503,6454419.682,1846896.141,34.06684188,-118.3541156
214600,6450935.958,1849072.33,34.07278743,-118.3656444
214700,6450773.643,1846783.651,34.06649688,-118.3661529
214800,6448690.945,1848571.889,34.07138963,-118.3730515
214901,6444398.589,1849640.405,34.07428114,-118.3872385
214902,6446560.747,1849151.229,34.07295964,-118.3800927
215101,6454448.078,1845734.668,34.0636506,-118.3540083
215102,6456995.951,1846213.4,34.06499045,-118.3456014
216100,6459296.73,1843270.585,34.05692555,-118.3379721
216200,6456186.442,1843353.539,34.05712432,-118.3482415
216300,6451959.057,1844404.407,34.05997089,-118.3622105
216401,6446644.135,1843229.939,34.05668973,-118.3797435
216402,6446440.408,1844855.167,34.06115349,-118.3804364
216700,6448993.648,1840147.947,34.04824505,-118.371949
216800,6449411.101,1842890.038,34.05578412,-118.3706043
216900,6451673.956,1840753.635,34.04993631,-118.3631083
217001,6444431.06,1841671.278,34.05238359,-118.38703
217002,6446407.155,1840626.462,34.04953333,-118.3804933
217100,6454271.361,1840391.153,34.04896575,-118.3545296
217200,6457928.445,1840603.484,34.04958404,-118.3424594
218110,6462437.634,1838674.735,34.04432543,-118.3275531
218120,6464520.125,1838390.592,34.04356311,-118.3206759
218210,6457966.62,1838131.116,34.04279072,-118.3423056
218220,6460213.296,1838345.713,34.04340119,-118.3348919
218300,6454150.257,1837959.228,34.04228203,-118.354901
218400,6452830.55,1836015.412,34.03692785,-118.3592343
218500,6455456.855,1836172.29,34.0373844,-118.3505675
218600,6457827.684,1836091.633,34.03718524,-118.3427412
218701,6460686.548,1836156.134,34.03738889,-118.3333058
218702,6460539.124,1834707.672,34.0334074,-118.3337765
218800,6463806.413,1836288.189,34.03777975,-118.3230095
218900,6463798.142,1834437.455,34.03269415,-118.3230172
219010,6463819.753,1832588.741,34.02761436,-118.3229262
219020,6463890.193,1830621.139,34.02220832,-118.3226729
219300,6461120.906,1832286.139,34.02675871,-118.3318299
219500,6458467.029,1830169.841,34.02091906,-118.3405648
219700,6455898.593,1832666.813,34.02775613,-118.3490693
219800,6454177.087,1833467.235,34.029939,-118.3547601
219901,6452430.836,1833400.195,34.02973772,-118.3605226
219902,6449962.663,1833517.487,34.03003541,-118.3686699
220000,6458588.269,1832688.346,34.02784064,-118.3401928
220100,6450552.943,1831264.43,34.02385031,-118.3666947
221110,6474473.156,1839145.24,34.04571955,-118.2878287
221120,6474448.651,1837828.113,34.04210009,-118.2878972
221210,6469916.429,1838409.961,34.04366232,-118.3028633
221220,6471989.003,1838371.524,34.04357367,-118.2960214
221302,6467300.236,1837720.452,34.04174569,-118.3114921
221303,6468229.401,1839041.093,34.04538248,-118.3084384
221304,6466348.855,1839039.48,34.04536203,-118.3146461
221401,6466752.876,1834861.833,34.03388597,-118.3132694
221402,6468037.139,1836516.298,34.03844311,-118.3090474
221500,6469369.307,1835202.996,34.03484553,-118.3046372
221601,6472008.37,1835184.575,34.03481658,-118.2959265
221602,6473170.803,1836496.126,34.03842986,-118.2921024
221710,6474521.389,1835134.18,34.03469814,-118.2876316
221810,6473102.269,1833667.532,34.03065677,-118.2923015
221820,6474860.303,1833588.168,34.0304526,-118.2864985
221900,6473928.202,1832250.429,34.02676936,-118.2895621
222001,6466743.051,1832790.956,34.02819544,-118.3132805
222002,6466736.618,1830496.799,34.0218914,-118.3132782
222100,6470045.626,1832461.171,34.02731703,-118.3023777
222200,6470038.085,1833771.201,34.03091673,-118.3024156
222500,6469381.153,1830473.501,34.02184971,-118.3045508
222600,6472011.306,1830462.991,34.02184242,-118.295871
222700,6475098.155,1830118.265,34.0209197,-118.2856809
224010,6481108.2,1835867.753,34.03676373,-118.2658977
224020,6480266.168,1833584.204,34.03048273,-118.2686568
224200,6477834.585,1837281.106,34.04062313,-118.2767157
224310,6476019,1838654.806,34.04438396,-118.2827213
224320,6476582.151,1837635.859,34.04158839,-118.280853
224410,6476839.668,1835288.145,34.0351392,-118.2799814
224420,6477768.632,1834015.582,34.03164947,-118.2769037
224600,6479305.082,1830608.501,34.02229885,-118.2718023
224700,6476820.168,1832049.713,34.02624034,-118.280016
226001,6485830.577,1831386.598,34.02448351,-118.2502739
226002,6486597.027,1834345.605,34.03261963,-118.2477686
226410,6482191.878,1831292.55,34.02419959,-118.2622815
226420,6483771.167,1830430.473,34.02184194,-118.2570623
226700,6482231.464,1828799.82,34.01735023,-118.2621294
227010,6486818.248,1829215.93,34.01852556,-118.2469968
227020,6485319.904,1828210.899,34.01575367,-118.251933
228100,6487730.425,1825971.692,34.00961701,-118.2439607
228210,6484845.63,1826268.135,34.01041197,-118.2534818
228220,6485497.028,1824677.457,34.00604553,-118.2513193
228310,6482138.903,1826616.797,34.01135096,-118.262416
228320,6481765.761,1825333.475,34.00782191,-118.2636361
228410,6480111.57,1827491.574,34.01373998,-118.2691132
228420,6479264.256,1825499.512,34.00825984,-118.2718914
228500,6480116.271,1823762.062,34.0034919,-118.2690648
228600,6482601.397,1823828.892,34.00369354,-118.2608661
228710,6484590.439,1822249.607,33.99936791,-118.2542903
228720,6485908.852,1822245.955,33.99936696,-118.2499406
228800,6487934.703,1822197.283,33.99924688,-118.2432565
228900,6488001.785,1819579.626,33.99205441,-118.2430143
229100,6485249.018,1819625.096,33.99216073,-118.2520958
229200,6482607.717,1821855.689,33.99827153,-118.2608283
229300,6479927.265,1821790.01,33.99807162,-118.2696709
229410,6479954.641,1819666.203,33.99223593,-118.2695618
229420,6482605.504,1819766.631,33.99253111,-118.2608177
231100,6477856.97,1828046.421,34.0152478,-118.2765579
231210,6471349.731,1827803.236,34.01452846,-118.2980282
231220,6473972.013,1827808.316,34.01456347,-118.2893753
231300,6469376.936,1827804.754,34.01451638,-118.304538
231400,6466812.745,1827826.612,34.0145548,-118.3129995
231500,6467463.051,1825176.284,34.00727766,-118.3108266
231600,6471340.772,1825162.992,34.00727341,-118.2980319
231710,6473969.772,1825169.935,34.0073136,-118.2893576
231720,6475572.129,1825213.65,34.00744628,-118.284071
231800,6477574.2,1825207.463,34.00744464,-118.2774651
231900,6477603.86,1822415.01,33.99977165,-118.2773419
232110,6473973.642,1822324.461,33.99949471,-118.2893178
232120,6475606.445,1822385.346,33.99967481,-118.2839315
232200,6471382.798,1823143.423,34.0017243,-118.2978735
232300,6471284.021,1821578.307,33.9974228,-118.2981841
232400,6467451.737,1822303.48,33.99938356,-118.3108346
232500,6467448.968,1819646.81,33.99208344,-118.3108167
232600,6471334.564,1819638.301,33.99209239,-118.2979984
232700,6475016.364,1819719.989,33.99234624,-118.2858532
232800,6477643.04,1819731.44,33.99239792,-118.2771882
234000,6464237.864,1826936.583,34.01208681,-118.3214867
234200,6461313.829,1828518.415,34.01640735,-118.3311523
234300,6461948.645,1825230.58,34.00737863,-118.329022
234501,6463327.176,1821629.153,33.9974948,-118.3244351
234502,6463336.068,1823220.116,34.00186659,-118.3244227
234600,6462351.58,1819708.318,33.99220797,-118.3276331
234700,6462329.851,1817893.615,33.98722127,-118.3276852
234800,6464021.96,1815923.735,33.98182339,-118.3220827
234901,6462027.629,1815917.166,33.9817876,-118.3286609
234902,6460381.717,1816093.609,33.98225753,-118.3340918
235100,6456677.148,1817192.383,33.98524232,-118.3463239
235201,6464003.727,1813278.113,33.9745535,-118.3221148
235202,6461497.238,1812750.036,33.97308008,-118.330376
236000,6450967.131,1826603.25,34.01104629,-118.3652719
236100,6458563.374,1827156.328,34.01263931,-118.3402132
236202,6454669.945,1828782.881,34.01707192,-118.3530792
236203,6456583.417,1829279.611,34.01845516,-118.3467706
236204,6455845.665,1827921.576,34.01471648,-118.3491896
236400,6455207.546,1825006.451,34.00670008,-118.3512616
237101,6473334.802,1817278.229,33.98562341,-118.2913772
237102,6475655.172,1817319.574,33.98575526,-118.2837235
237201,6470989.211,1817322.319,33.98572563,-118.2991149
237202,6467642.159,1817277.829,33.9855755,-118.3101552
237300,6467356.218,1814624.911,33.97828329,-118.3110714
237401,6472287.006,1814677.088,33.9784675,-118.2948084
237402,6470308.503,1814680.879,33.9784618,-118.3013342
237500,6473954.012,1814612.106,33.97830225,-118.2893094
237600,6475602.732,1814684.284,33.9785135,-118.283872
237710,6474910.186,1812569.104,33.97269593,-118.2861364
237720,6474902.194,1811328.299,33.96928634,-118.2861511
237800,6471274.475,1811947.953,33.97096008,-118.2981214
237900,6467311.218,1811948.762,33.97092929,-118.3111925
238000,6467729.62,1803346.166,33.94729436,-118.3097251
238100,6467301.039,1809291.676,33.96362798,-118.3111989
238200,6471309.991,1809231.413,33.96349577,-118.2979777
238310,6474912.066,1810148.152,33.96604357,-118.2861074
238320,6474893.673,1808732.248,33.96215276,-118.2861548
238400,6467962.191,1806640.668,33.95634906,-118.3089917
239201,6477641.941,1817323.205,33.98578047,-118.2771699
239202,6481338.299,1817276.038,33.98567825,-118.2649765
239310,6477593.33,1814684.386,33.97852905,-118.2773062
239320,6479281.405,1814693.786,33.97856755,-118.2717384
239330,6481899.343,1814621.34,33.97838762,-118.2631029
239501,6481957.93,1812655.321,33.97298573,-118.2628927
239502,6481908.541,1811324.906,33.96932961,-118.2630441
239601,6478196.606,1812611.286,33.97283706,-118.2752977
239602,6478313.123,1811378.578,33.96945066,-118.2749023
239701,6478200.334,1810156.596,33.966092,-118.2752632
239702,6478276.096,1808740.733,33.96220202,-118.2750006
239801,6481939.478,1810132.494,33.96605328,-118.2629318
239802,6481930.815,1808805.907,33.96240798,-118.2629489
240010,6481673.921,1807317.397,33.95831595,-118.2637832
240020,6481638.247,1805842.955,33.95426416,-118.263888
240200,6477923.972,1806496.889,33.95603365,-118.2761415
240300,6474897.391,1806642.131,33.95640949,-118.2861229
240401,6475015.321,1804279.748,33.94991898,-118.2857119
240402,6475080.618,1802376.355,33.94468929,-118.2854788
240500,6478059.979,1803181.576,33.94692475,-118.275663
240600,6480261.025,1803182.971,33.94694495,-118.2684059
240700,6482994.978,1803201.386,33.94701528,-118.2593919
240800,6482472.244,1800575.29,33.93979549,-118.2610929
240900,6482103.96,1798646.661,33.93449331,-118.2622905
241001,6480805.056,1796762.001,33.92930519,-118.266556
241002,6482364.384,1795286.5,33.92526203,-118.2614031
241110,6479252.382,1799382.333,33.936494,-118.2716976
241120,6477694.149,1799368.466,33.93644421,-118.2768346
241201,6474968.029,1800757.571,33.94024027,-118.2858348
241202,6474986.424,1798279.961,33.93343236,-118.285751
241300,6474831.202,1795624.019,33.92613308,-118.2862377
241400,6478069.637,1795413.698,33.92558002,-118.2755609
242000,6485771.087,1800380.081,33.93928214,-118.2502155
242100,6490806.104,1802592.938,33.945396,-118.2336329
242200,6489125.203,1803786.041,33.94866359,-118.2391843
242300,6487023.218,1803733.747,33.94850595,-118.2461145
242600,6485756.709,1797866.796,33.93237596,-118.2502423
242700,6488063.725,1799308.648,33.93635347,-118.2426486
243000,6490783.232,1800453.962,33.93951831,-118.2336919
243100,6490352.41,1798008.658,33.93279626,-118.2350934
261101,6440308.203,1863647.641,34.11272678,-118.40093
261102,6433068.237,1863847.815,34.1131951,-118.4248511
261200,6427275.601,1863685.416,34.11268006,-118.4439856
262100,6425121.14,1857526.441,34.09572983,-118.4510119
262200,6419442.888,1859732.86,34.10172125,-118.469801
262301,6412690.889,1860561.046,34.10390819,-118.4921176
262302,6417267.467,1850055.932,34.07510251,-118.4768353
262303,6414219.072,1846783.237,34.06606954,-118.4868492
262400,6407670.891,1856182.874,34.09180904,-118.5086269
262501,6403965.357,1840978.863,34.04997892,-118.5206055
262601,6393435.588,1849696.052,34.07377733,-118.5555249
262604,6395805.283,1841810.141,34.05214399,-118.5475581
262704,6398058.496,1838406.927,34.04282607,-118.5400593
262706,6402376.692,1836773.04,34.03839935,-118.5257773
262802,6407804.73,1838339.687,34.04278091,-118.5078871
264000,6415818.369,1842583.257,34.05454988,-118.4815022
264102,6419499.489,1844370.407,34.0595085,-118.4693771
264103,6420431.009,1842716.997,34.05497713,-118.4662763
264301,6421025.614,1841266.099,34.05099787,-118.4642912
264302,6417213.543,1839902.483,34.04720184,-118.4768543
265100,6431797.025,1849485.422,34.0737147,-118.4288483
265201,6429496.491,1846988.883,34.06682741,-118.4364091
265202,6428042.955,1845202.085,34.06190015,-118.4411825
265301,6426770.006,1848544.35,34.07106872,-118.4454343
265303,6424348.19,1847174.201,34.06727402,-118.4534107
265304,6425030.3,1847346.03,34.06775461,-118.451161
265305,6425669.71,1845501.584,34.06269425,-118.4490226
265410,6421014.45,1847080.981,34.06697604,-118.4644167
265420,6422526.676,1848335.258,34.07044168,-118.4594426
265510,6427596.541,1843232.675,34.05648314,-118.4426278
265520,6427657.424,1841371.535,34.05136978,-118.4423998
265601,6430594.786,1842992.8,34.05585988,-118.4327259
265602,6430168.193,1844588.997,34.06024091,-118.434157
265700,6433344.317,1845652.334,34.06320003,-118.4236856
267100,6433066.234,1841786.319,34.05257363,-118.4245499
267200,6429221.701,1839281.85,34.04564648,-118.4372057
267300,6425437.679,1839136.784,34.04520199,-118.4496946
267402,6420626.92,1838108.581,34.04231648,-118.4655591
267403,6423356.638,1839998.729,34.04754469,-118.456577
267404,6422154.979,1839307.932,34.04563143,-118.4605333
267501,6423500.232,1837738.411,34.04133551,-118.4560691
267502,6421648.21,1836369.304,34.03755019,-118.4621616
267600,6424585.035,1835097.139,34.03409121,-118.4524492
267700,6427103.543,1836768.38,34.03871436,-118.4441611
267800,6431188.777,1837065.62,34.03957998,-118.4306811
267901,6436353.735,1843185.5,34.05645602,-118.4137159
267902,6434376.72,1839953.399,34.0475522,-118.4201983
269000,6439324.117,1837942.809,34.04208315,-118.4038399
269100,6442070.778,1841930.418,34.05307044,-118.3948253
269300,6436264.709,1837357.606,34.04044091,-118.4139306
269500,6442356.283,1838413.114,34.04340853,-118.3938372
269601,6446712.089,1837830.855,34.04185462,-118.3794518
269602,6445190.192,1838351.281,34.04326877,-118.384482
269700,6444371.3,1835831.438,34.03633601,-118.387153
269800,6441439.042,1834281.281,34.03204501,-118.3968111
269903,6438494.274,1830238.254,34.02090311,-118.4064762
269904,6436867.423,1832758.095,34.02780902,-118.411879
269905,6439888.226,1830579.946,34.02185743,-118.4018807
269906,6439500.679,1831710.326,34.02495926,-118.4031746
269907,6438433.997,1832838.292,34.02804691,-118.4067099
270100,6441687.609,1832569.444,34.02734386,-118.3959685
270200,6446324.934,1834730.075,34.03333015,-118.380691
270300,6449315.072,1837047.461,34.03972867,-118.3708502
271100,6432351.835,1834998.16,34.03391258,-118.4268131
271200,6427745.373,1834100.65,34.03139167,-118.4420039
271300,6427936.203,1832125.028,34.0259653,-118.4413454
271400,6426076.014,1826351.467,34.01007794,-118.4473996
271500,6428862.001,1828742.624,34.01668216,-118.4382414
271600,6431044.236,1830382.317,34.02121368,-118.4310636
271701,6434640.375,1832514.736,34.02711501,-118.4192255
271702,6432571.875,1831970.616,34.02559596,-118.4260445
271801,6434919.205,1828731.749,34.01672318,-118.4182534
271802,6436675.378,1829878.026,34.0198929,-118.4124738
271901,6433116.135,1827690.87,34.01384226,-118.4241887
271902,6430840.208,1826167.219,34.0096289,-118.4316771
272100,6427614.916,1824027.248,34.00371011,-118.4422882
272201,6430083.353,1822805.736,34.00038317,-118.4341265
272202,6428556.609,1821782.505,33.99755329,-118.4391488
272301,6433693.09,1824476.184,34.00501553,-118.4222404
272302,6432112.139,1823425.329,34.0021096,-118.4274418
273100,6422307.415,1823969.77,34.00348672,-118.4597985
273200,6420122.382,1821832.506,33.99758622,-118.4669749
273300,6418534.045,1821099.555,33.99555181,-118.4722036
273402,6416980.398,1820138.196,33.99289,-118.4773141
273502,6419062.819,1818303.077,33.9878744,-118.470416
273600,6422246.686,1820284.986,33.99336082,-118.4599433
273700,6424457.082,1822101.29,33.99837928,-118.4526783
273800,6424876.926,1820036.268,33.99271015,-118.4512626
273902,6420779.969,1816926.166,33.98411285,-118.4647306
274100,6425577.956,1818145.177,33.98752239,-118.4489221
274202,6422259.44,1812214.981,33.97118606,-118.4597794
275101,6439226.311,1822322.08,33.9991589,-118.4039555
275102,6437162.292,1821891.883,33.99795381,-118.4107593
275200,6434051.143,1821008.095,33.99548994,-118.4210111
275302,6430515.133,1816501.721,33.98306595,-118.4326125
275311,6433346.254,1818446.834,33.98844391,-118.423301
275400,6428538.281,1819257.118,33.99061374,-118.4391729
275500,6436031.431,1819836.601,33.99229349,-118.4144622
275602,6435046.579,1814247.16,33.97692348,-118.4176345
275603,6438448.161,1817634.51,33.98626964,-118.4064602
276000,6443711.139,1811393.721,33.96917826,-118.3890198
276100,6448571.315,1813832.944,33.97593145,-118.3730208
276400,6437497.397,1810584.952,33.96688808,-118.4095017
276500,6434909.477,1810469.374,33.96654122,-118.4180348
276601,6430212.168,1809633.229,33.96418897,-118.4335141
276603,6429293.451,1806596.568,33.95583385,-118.4365003
276604,6432826.831,1807066.09,33.95716562,-118.4248557
277000,6440283.856,1812203.903,33.97136752,-118.4003336
277100,6446931.082,1809942.423,33.96522412,-118.3783824
277200,6445744.385,1805363.119,33.95262866,-118.3822385
277400,6448132.311,1804046.451,33.94903538,-118.3743486
278001,6439764.347,1807056.499,33.95721766,-118.401979
278102,6426225.757,1808406.986,33.96077152,-118.4466425
291110,6474647.996,1793425.737,33.92009115,-118.2868209
291120,6474608.927,1790770.004,33.91279336,-118.2869247
291130,6474532.273,1787003.266,33.90244243,-118.2871419
291210,6474536.331,1781998.557,33.88869043,-118.2870814
291220,6474637.383,1777794.582,33.87713948,-118.286709
291300,6472573.544,1773400.192,33.86504816,-118.2934658
292000,6470639.389,1767870.48,33.84983789,-118.2997824
293201,6469264.168,1761020.582,33.83100438,-118.3042431
293202,6469399.569,1757164.201,33.82040895,-118.3037589
293301,6469368.313,1753804.639,33.81117731,-118.3038284
293302,6469242.284,1750323.873,33.80161185,-118.3042086
293304,6469200.075,1747050.582,33.79261719,-118.3043149
293306,6469104.777,1743404.143,33.78259677,-118.3045921
293307,6469432.358,1745140.71,33.7873712,-118.3035314
294110,6482551.462,1748969.543,33.79799314,-118.260391
294120,6486442.988,1748154.18,33.79577971,-118.2475763
294200,6479814.426,1747828.403,33.79483771,-118.2693892
294301,6476726.173,1747772.833,33.79466184,-118.2795526
294302,6477099.886,1744210.582,33.78487638,-118.2782902
294410,6473583.727,1747587.452,33.794128,-118.2898931
294421,6471248.194,1746227.734,33.79037303,-118.2975664
294510,6479106.024,1744827.893,33.78658771,-118.271694
294520,6480891.338,1744912.123,33.78683227,-118.2658196
294610,6483208.148,1745085.036,33.78732399,-118.2581968
294620,6486329.07,1745130.179,33.78746962,-118.2479267
294701,6484198.943,1741695.072,33.77801604,-118.254908
294810,6479159.705,1742257.949,33.77952645,-118.2714945
294820,6480943.451,1742346.164,33.77978194,-118.2656258
294830,6480515.885,1739858.536,33.77294337,-118.267011
294900,6477346.598,1740568.354,33.77487021,-118.2774453
295103,6471596.562,1736075.543,33.76247986,-118.2963214
296210,6475340.849,1730654.517,33.74761381,-118.2839528
296220,6475386.676,1728257.56,33.74102788,-118.2837798
296300,6470082.425,1733208.165,33.75458859,-118.3012745
296401,6466147.991,1728556.24,33.74177308,-118.3141692
296402,6469289.36,1730288.971,33.74656076,-118.3038543
296500,6472568.415,1730916.802,33.74831264,-118.2930747
296600,6472775.891,1727811.936,33.73978285,-118.2923625
296901,6472095.813,1724312.892,33.73016284,-118.2945655
296902,6471778.433,1725875.575,33.73445417,-118.2956244
297000,6467865.835,1725380.619,33.73306184,-118.3084871
297110,6475256.321,1725941.122,33.73466184,-118.284187
297120,6474973.111,1723547.008,33.72808117,-118.2850961
297201,6473047.807,1722396.116,33.72490362,-118.2914165
297202,6470739.286,1722341.506,33.72473494,-118.2990073
297300,6466913.618,1720937.337,33.72084469,-118.3115734
297400,6463914.228,1722507.714,33.72513376,-118.3214526
297500,6470250.565,1719027.708,33.71562542,-118.3005819
297601,6474364.831,1718030.794,33.71291918,-118.2870446
297602,6473371.529,1719119.345,33.71590242,-118.2903209
300100,6490825.876,1910545.418,34.24203387,-118.2343977
300200,6489614.006,1905510.347,34.22819035,-118.238368
300501,6489034.454,1902774.628,34.22066918,-118.2402637
300502,6493428.35,1899247.921,34.21100626,-118.2257027
310100,6469341.501,1898216.073,34.20799604,-118.3053608
310201,6469556.482,1892468.81,34.19220516,-118.3045921
310202,6472176.448,1890415.646,34.18658486,-118.2959084
310300,6465553.65,1895008.003,34.19914845,-118.3178553
310400,6460250.857,1896309.374,34.20267708,-118.3354064
310501,6459018.064,1893393.991,34.19465466,-118.3394509
310601,6462709.12,1893010.617,34.19363484,-118.3272408
310602,6465508.902,1892432.584,34.19207118,-118.3179763
