Census,X_Center,Y_Center,lats,lngs,nearest_ralphs,nearest_ralphs_lat,nearest_ralphs_long,nearest_traderjoes,nearest_traderjoes_lat,nearest_traderjoes_long,nearest_library,nearest_library_lat,nearest_library_long,X2015ZRI,X2016ZRI,X2017ZRI,X2015ZHVI,X2016ZHVI,X2017ZHVI,Citations,Coffee,Restaurants,Shelters,totCars,totVans,totCampers,totTents,totEncamp,totCarPeople,totVanPeople,totCamperPeople,totTentPeople,totEncampPeople,totUnsheltPeople,totSheltPeople,totPeople,CrimeCount,MedHouseIncomes,HousingUnits,BusStops,X2015HousedPopulation,totHomeless2015,totHomeless2016,totHomeless2017,X2015Popin1Mi,X2016Popin1Mi,X2017Popin1Mi,TractSqMi
131701,6392983.526,1897331.489,34.20466434,-118.5578906,4020.863974,34.1700223,-118.5702536,5125.86847,34.1680463,-118.5916396,1550.036829,34.1933507,-118.5480767,2509.016667,2645.5,2738.177778,478300,513328.3333,550313.3333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,49375,0,7,4787,0,8,0,14,25,79.438,0.25468144
131702,6395752.73,1897326.873,34.20469355,-118.5487321,3681.363685,34.2069316,-118.5088367,4641.338417,34.1717937,-118.5177696,1264.121372,34.1933507,-118.5480767,2497.888889,2635.875,2728.240741,475197.2222,512538.8889,549105.5556,0,0,3,0,1,0,6,0,0,2,0,13,0,0,17,0,17,164,61414,0,7,3928,0,0,17.16,4,68,75.404,0.278774539
131800,6402230.46,1897297.873,34.20470914,-118.527308,1718.441156,34.2069316,-118.5088367,3767.930856,34.1717937,-118.5177696,2292.434618,34.1933507,-118.5480767,2546.875,2705.333333,2798.907407,495154.1667,537252.7778,579144.4444,0,0,10,0,0,3,1,1,4,0,5,2,2,8,19,0,19,272,59250,98,13,5668,0,22,18.924,43,116,75.055,0.507915061
131900,6407506.185,1897274.339,34.20471926,-118.5098593,263.6575925,34.2069316,-118.5088367,3736.934366,34.1717937,-118.5177696,3739.386596,34.1933507,-118.5480767,2896.010417,3104.604167,3224.583333,622853.125,672784.375,715468.0556,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,60350,0,15,4438,0,0,0,13.33333333,60,44.762,0.508931065
132001,6406171.712,1892677.451,34.19206909,-118.514195,1726.474533,34.2069316,-118.5088367,2280.925155,34.1717937,-118.5177696,3123.024639,34.1933507,-118.5480767,3074.297619,3302.714286,3419.238095,689241.6667,739544.0476,783885.7143,0,0,1,0,0,0,2,0,0,0,0,4,0,0,4,0,4,82,77708,0,10,3366,3.666666667,0,4.19,43.5,48,52.592,0.373973438
132002,6408293.408,1893695.127,34.19489512,-118.507196,1348.382971,34.2069316,-118.5088367,2749.80476,34.1717937,-118.5177696,3768.080268,34.1933507,-118.5480767,2867.895833,3076.583333,3197.319444,614747.9167,665605.2083,706968.0556,0,1,7,0,1,0,0,0,0,2,0,0,0,0,7,0,7,74,84150,0,13,3424,3.666666667,12,6.591,3.666666667,36,17.247,0.617805583
132101,6411774.949,1891991.83,34.19026246,-118.4956552,2217.246547,34.2069316,-118.5088367,2893.844364,34.1717937,-118.5177696,4107.1527,34.1667746,-118.5300482,2867.895833,3076.583333,3197.319444,614747.9167,665605.2083,706968.0556,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,80,76786,0,6,4573,0,12,1,4.666666667,50,48.803,0.312924196
132102,6411277.987,1896300.584,34.20209547,-118.497369,1185.112342,34.2069316,-118.5088367,3861.007882,34.1717937,-118.5177696,3788.857606,34.235118,-118.4873999,2790.657407,2991.62963,3108.567901,587765.7407,636554.6296,676045.679,0,2,9,0,3,0,3,0,0,5,0,6,0,0,12,0,12,218,58447,0,14,5631,0,24,12.057,3.666666667,40,14.781,0.529436952
132300,6402211.355,1894653.782,34.19744334,-118.5273253,2003.277074,34.2069316,-118.5088367,2987.823231,34.1717937,-118.5177696,1964.254967,34.1933507,-118.5480767,2676.75,2843.607143,2932.301587,543992.8571,583675,625600,0,0,20,0,0,0,9,0,0,0,0,19,0,0,19,0,19,252,41012,0,12,6843,0,28,18.854,43.5,47,59.945,0.493637776
132501,6395746.231,1894682.272,34.19742654,-118.5487058,3639.194613,34.1700223,-118.5702536,4032.105365,34.1717937,-118.5177696,457.4029756,34.1933507,-118.5480767,2629.666667,2790.385417,2876.152778,526523.9583,564902.0833,604763.8889,0,0,1,0,0,0,1,8,3,0,0,2,14,6,35,0,35,152,58856,73,7,3860,0,0,35.494,15,62,65.749,0.27173355
132502,6395810.411,1892274.326,34.19081087,-118.5484501,3063.842932,34.1700223,-118.5702536,3530.497946,34.1717937,-118.5177696,284.8154689,34.1933507,-118.5480767,2610.940476,2773.535714,2846.634921,516964.2857,555528.5714,593874.6032,0,0,3,0,1,0,2,0,2,2,0,4,0,4,10,0,10,63,50804,0,5,3772,0,9,9.632,19,48,98.896,0.241222847
132700,6402544.181,1891930.52,34.18996506,-118.5261775,2473.12443,34.2069316,-118.5088367,2165.953836,34.1717937,-118.5177696,2051.381772,34.1933507,-118.5480767,3060.880952,3277.285714,3383.412698,670027.381,718873.8095,760179.3651,0,0,5,0,3,2,3,0,0,5,4,6,0,0,17,0,17,162,48098,77,13,5229,18,5,16.673,26,31,33.518,0.510144585
132900,6402033.208,1889571.718,34.18347611,-118.5278262,2389.365052,34.16266,-118.5215,1596.56438,34.1717937,-118.5177696,1870.431938,34.1667746,-118.5300482,3110.902778,3338.777778,3433.518519,682791.6667,733600,773377.7778,0,0,1,0,0,0,5,0,0,0,0,10,0,0,10,0,10,125,79276,0,9,3564,21.83333333,3,10.474,76.16666667,64,63.797,0.461011992
133000,6393012.267,1893936.279,34.19533533,-118.5577333,3044.594615,34.1700223,-118.5702536,4356.357207,34.1680463,-118.5916396,916.1808554,34.1933507,-118.5480767,2679.869048,2850.130952,2933.253968,543652.381,581351.1905,618285.7143,0,0,9,0,4,0,0,0,2,6,0,0,0,4,10,0,10,101,72111,0,9,4630,0,8,10.214,14,31,78.856,0.386938234
133100,6397118.623,1890013.054,34.18461682,-118.5440838,2906.564154,34.1700223,-118.5702536,2812.546748,34.1717937,-118.5177696,1039.450393,34.1933507,-118.5480767,2609.777778,2773.527778,2845.203704,517584.7222,556729.1667,594509.2593,0,0,8,0,0,1,5,0,3,0,2,10,0,6,19,0,19,134,68359,0,14,5419,15,20,19.059,71.33333333,36,84.062,0.586851962
134001,6383073.231,1896336.612,34.20177502,-118.5906472,2113.369704,34.202,-118.6136,3408.252021,34.1922146,-118.6258129,65.42116991,34.2013572,-118.5901475,2692.40625,2859.8125,2944.430556,538792.7083,574873.9583,606419.4444,0,2,6,0,1,0,2,0,0,2,0,4,0,0,7,0,7,172,30163,0,7,4056,5.5,12,6.781,153.8333333,135,140.866,0.22528261
134002,6384589.128,1896290.859,34.20167367,-118.585633,2575.12709,34.202,-118.6136,3784.026592,34.1680463,-118.5916396,417.1337112,34.2013572,-118.5901475,2692.40625,2859.8125,2944.430556,538792.7083,574873.9583,606419.4444,0,0,2,0,0,1,2,0,1,0,2,4,0,2,8,0,8,133,53958,0,8,3611,5.5,5,7.924,170.8333333,159,142.279,0.290921656
134101,6390356.896,1900854.066,34.21430341,-118.5666433,4534.671221,34.202,-118.6136,5022.159589,34.2582985,-118.5787259,2599.834675,34.2013572,-118.5901475,2509.016667,2645.5,2738.177778,478300,513328.3333,550313.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,50055,0,9,5172,0,0,0,42,69,34.661,0.411469663
134103,6386351.828,1901588.771,34.21625948,-118.5799046,3484.55816,34.202,-118.6136,4681.019337,34.2582985,-118.5787259,1908.18854,34.2013572,-118.5901475,2556.833333,2707.138889,2791.685185,495480.5556,531772.2222,563890.7407,0,0,0,0,0,1,3,0,0,0,2,6,0,0,9,0,9,81,72356,0,6,4332,2,0,9.093,37,66,24.704,0.405585074
134104,6387709.271,1900013.878,34.21195339,-118.5753848,3688.54103,34.202,-118.6136,5111.75578,34.1680463,-118.5916396,1799.586895,34.2013572,-118.5901475,2556.833333,2707.138889,2791.685185,495480.5556,531772.2222,563890.7407,0,0,5,0,0,1,0,0,0,0,2,0,0,0,3,0,3,100,73594,0,3,4683,7,11,2.808,43.5,68,45.198,0.250168497
134201,6382937.462,1900648.018,34.2136198,-118.5911801,2435.84052,34.202,-118.6136,3980.525926,34.1922146,-118.6258129,1368.372486,34.2013572,-118.5901475,2588.27381,2749.690476,2836.444444,506654.7619,543470.2381,575426.9841,0,1,8,0,0,4,7,0,0,0,7,15,0,0,22,0,22,161,102691,0,12,4548,13,14,21.896,137,165,89.003,0.566267619
134302,6374071.04,1900940.045,34.2142754,-118.6205126,1507.408923,34.202,-118.6136,2503.809958,34.1922146,-118.6258129,3143.657736,34.2013572,-118.5901475,2620.416667,2788.4,2881.844444,520400,557926.6667,588160,0,0,4,0,0,1,0,0,0,0,2,0,0,0,2,0,2,76,83448,0,11,3881,0,0,1.808,23,87,71.071,0.504550119
134303,6376171.934,1897007.265,34.20350426,-118.6134842,167.7925068,34.202,-118.6136,1693.509412,34.1922146,-118.6258129,2161.80551,34.2013572,-118.5901475,2753.902778,2928.777778,3018.259259,560959.7222,597388.8889,627361.1111,0,2,20,0,3,4,2,0,3,5,7,4,0,6,32,0,32,207,94175,0,12,5233,21,13,31.971,80.5,108,57.076,0.606214648
134304,6377161.754,1900796.52,34.21393301,-118.6102868,1362.9455,34.202,-118.6136,2808.644374,34.1922146,-118.6258129,2323.220576,34.2013572,-118.5901475,2620.416667,2788.4,2881.844444,520400,557926.6667,588160,0,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,151,73125,0,7,2941,2,68,1,63.5,42,57.622,0.393965031
134305,6379767.225,1902127.706,34.21763403,-118.6016952,2056.696613,34.202,-118.6136,3596.834122,34.1922146,-118.6258129,2100.766976,34.2013572,-118.5901475,2620,2785.930556,2877.407407,519206.9444,556326.3889,588477.7778,0,0,4,0,0,0,0,0,1,0,0,0,0,2,6,0,6,87,37296,0,4,4233,6,11,5.926,114,194,90.503,0.138053887
134306,6379752.702,1900046.412,34.21191477,-118.6017021,1554.980495,34.202,-118.6136,3120.409819,34.1922146,-118.6258129,1585.184181,34.2013572,-118.5901475,2620.416667,2788.4,2881.844444,520400,557926.6667,588160,0,0,3,0,1,0,1,0,2,2,0,2,0,4,10,0,10,92,71494,0,4,3738,0,5,9.537,120.5,177,106.415,0.239294754
134421,6365992.365,1896532.028,34.202023,-118.64714,2537.431156,34.1870249,-118.6263879,2246.802438,34.1922146,-118.6258129,1836.657747,34.1862321,-118.6413591,2658.416667,2836.625,2932.527778,538191.6667,575414.5833,604080.5556,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,2,47,116354,0,0,3945,0,15,2.095,0,2,29.328,0.824105209
134422,6370764.439,1896987.349,34.20335753,-118.6313675,1642.770652,34.202,-118.6136,1341.71978,34.1922146,-118.6258129,2116.769132,34.1862321,-118.6413591,2620.416667,2788.4,2881.844444,520400,557926.6667,588160,0,0,3,0,1,3,7,0,2,2,5,15,0,4,26,0,26,106,105517,0,19,4770,0,0,25.53,0,21,10.188,0.905850253
134423,6370164.226,1900883.205,34.21405225,-118.6334337,2265.834158,34.202,-118.6136,2530.182098,34.1922146,-118.6258129,3181.728177,34.1862321,-118.6413591,2620.416667,2788.4,2881.844444,520400,557926.6667,588160,0,0,2,0,0,0,3,0,0,0,0,6,0,0,6,0,6,41,128929,0,1,3415,0,6,6.285,0,0,27.338,0.604994374
134424,6363171.274,1900752.265,34.21356915,-118.6565609,4055.712767,34.1870249,-118.6263879,3696.598172,34.1922146,-118.6258129,3349.584518,34.1862321,-118.6413591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134520,6380438.264,1894757.01,34.19739169,-118.5993302,1410.42808,34.202,-118.6136,2505.596553,34.1922146,-118.6258129,953.7658208,34.2013572,-118.5901475,2703.047619,2872.130952,2957.174603,542442.8571,578666.6667,608755.5556,0,3,6,1,0,1,12,1,4,0,2,25,2,8,36,0,36,360,40183,47,11,5915,34,21,36.351,125.6666667,100,122.478,0.373424614
134521,6381699.785,1897383.122,34.20462838,-118.5952099,1718.208913,34.202,-118.6136,3138.301714,34.1922146,-118.6258129,591.4664375,34.2013572,-118.5901475,2703.047619,2872.130952,2957.174603,542442.8571,578666.6667,608755.5556,0,1,9,0,0,0,11,0,4,0,0,23,0,8,37,0,37,65,35655,0,2,3494,36.5,46,36.746,121.1666667,112,108.786,0.135818778
134522,6379732.012,1897411.591,34.20467441,-118.6017183,1133.695832,34.202,-118.6136,2616.348357,34.1922146,-118.6258129,1127.474236,34.2013572,-118.5901475,2753.902778,2928.777778,3018.259259,560959.7222,597388.8889,627361.1111,0,3,9,0,0,0,1,0,0,0,0,2,0,0,2,0,2,113,34909,119,10,4262,36.5,13,2.095,131.5,196,164.417,0.237554476
134710,6386556.517,1897355.578,34.20463065,-118.5791469,3185.467836,34.202,-118.6136,4231.911399,34.1680463,-118.5916396,1076.351608,34.2013572,-118.5901475,2556.833333,2707.138889,2791.685185,495480.5556,531772.2222,563890.7407,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,39375,0,4,5765,13,23,0,87.16666667,99,102.574,0.220305998
134720,6389681.338,1897342.908,34.20464487,-118.5688121,3856.45198,34.1700223,-118.5702536,4584.460486,34.1680463,-118.5916396,1998.088015,34.2013572,-118.5901475,2541.816667,2688.616667,2778.6,488911.6667,525095,556904.4444,0,0,4,0,0,0,3,0,0,0,0,6,0,0,6,0,6,203,58750,0,10,4898,6,8,6.285,29.5,58,23.946,0.382035111
134800,6388899.18,1894311.729,34.19630352,-118.5713419,2927.328096,34.1700223,-118.5702536,3659.044698,34.1680463,-118.5916396,1820.560152,34.2013572,-118.5901475,2798.059524,2963.857143,3046.571429,577905.9524,611769.0476,644603.1746,0,2,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,185,67821,0,14,6223,4,3,3,36.16666667,55,39.749,0.7236657
134901,6391975.091,1890848.434,34.1868346,-118.5611061,2052.397032,34.1700223,-118.5702536,3504.511952,34.1680463,-118.5916396,1401.993146,34.1933507,-118.5480767,2794.642857,2972.571429,3053.984127,579440.4762,616547.619,651614.2857,0,0,3,0,0,0,3,0,0,0,0,6,0,0,7,0,7,153,96219,0,10,3162,4,3,7.285,25.5,50,58.061,0.410023559
134903,6382436.618,1892585.772,34.19145807,-118.5926794,2255.559472,34.202,-118.6136,2607.944904,34.1680463,-118.5916396,1126.35491,34.2013572,-118.5901475,2703.047619,2872.130952,2957.174603,542442.8571,578666.6667,608755.5556,0,0,4,0,0,1,3,2,3,0,2,6,3,6,18,0,18,191,43233,0,11,4629,7.666666667,8,18.276,101.8333333,97,120.238,0.218627536
134904,6386108.571,1892443.429,34.19112582,-118.5805345,2532.842897,34.1700223,-118.5702536,2765.266381,34.1680463,-118.5916396,1442.439497,34.2013572,-118.5901475,2828.083333,2995.569444,3078.462963,588683.3333,622343.0556,653692.5926,0,2,2,0,0,0,2,0,2,0,0,4,0,4,8,0,8,178,57500,0,13,4581,7.666666667,0,8.041,43.33333333,62,47.976,0.401428606
134905,6384954.825,1889623.498,34.18335878,-118.5842954,1968.858508,34.1700223,-118.5702536,1833.867442,34.1680463,-118.5916396,2074.771046,34.2013572,-118.5901475,2820.77381,2996.916667,3082.253968,586542.8571,621102.381,652400,0,1,9,0,0,2,4,0,0,0,4,8,0,0,12,0,12,185,94844,0,17,2996,7.666666667,11,11.995,24.33333333,53,29.412,0.998679498
135102,6374487.049,1891591.246,34.18859364,-118.6189462,359.9934534,34.1873582,-118.6225591,749.8448403,34.1922146,-118.6258129,2080.543126,34.1862321,-118.6413591,2753.902778,2928.777778,3018.259259,560959.7222,597388.8889,627361.1111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,93438,0,13,3543,0,0,0,18,32,42.29,0.64838326
135111,6377103.153,1892936.385,34.1923338,-118.6103228,1117.543305,34.202,-118.6136,1426.368824,34.1922146,-118.6258129,2111.801914,34.2013572,-118.5901475,2753.902778,2928.777778,3018.259259,560959.7222,597388.8889,627361.1111,0,0,4,0,0,0,3,0,0,0,0,6,0,0,6,0,6,472,88616,0,11,3051,8,1,6.285,101.5,66,84.912,0.403613682
135113,6378398.12,1888808.579,34.18101285,-118.6059583,1271.059879,34.1697041,-118.6040526,1955.126907,34.1680463,-118.5916396,1525.121921,34.1678825,-118.6106854,2753.902778,2928.777778,3018.259259,560959.7222,597388.8889,627361.1111,0,0,7,0,0,0,1,0,0,0,0,2,0,0,2,0,2,312,79180,0,13,3000,5,17,2.095,33,28,24.202,0.248483836
135114,6379047.374,1891107.709,34.18734119,-118.6038574,1722.128402,34.1873582,-118.6225591,2093.215492,34.1922146,-118.6258129,2006.973553,34.2013572,-118.5901475,2753.902778,2928.777778,3018.259259,560959.7222,597388.8889,627361.1111,0,8,39,0,0,0,5,0,1,0,0,10,0,2,12,0,12,412,72257,0,19,4700,5,2,12.4,63.66666667,54,67.524,0.490308864
135201,6371917.189,1891507.522,34.1883198,-118.627442,173.7821048,34.1870249,-118.6263879,458.7844081,34.1922146,-118.6258129,1302.445378,34.1862321,-118.6413591,2753.902778,2928.777778,3018.259259,560959.7222,597388.8889,627361.1111,0,0,15,0,1,3,6,0,1,2,5,13,0,2,22,0,22,283,104712,0,13,2610,0,12,21.51,15,33,5.095,0.591391251
135202,6369055.564,1891706.797,34.18881792,-118.6369084,989.1114518,34.1870249,-118.6263879,1089.404235,34.1922146,-118.6258129,500.8248929,34.1862321,-118.6413591,2811,2995.433333,3086.088889,583305,619271.6667,647937.7778,0,1,4,0,0,0,1,0,0,0,0,2,0,0,4,0,4,83,107770,0,15,4327,0,0,4.095,15,45,22.51,0.680505701
135203,6362962.726,1892852.933,34.19185952,-118.6570799,2876.959173,34.1870249,-118.6263879,2879.301771,34.1922146,-118.6258129,1577.336164,34.1862321,-118.6413591,2658.416667,2836.625,2932.527778,538191.6667,575414.5833,604080.5556,0,1,4,0,0,0,1,1,0,0,0,2,2,0,4,0,4,150,98271,0,19,7116,0,2,3.798,0,15,2.095,1.737733795
137000,6367048.633,1883653.865,34.16665483,-118.6433741,1373.672056,34.1543175,-118.6430694,3272.80559,34.1922146,-118.6258129,2187.218373,34.1862321,-118.6413591,2855.770833,3044.354167,3143.333333,597050,632800,660216.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,121333,0,6,4790,0,0,0,32.33333333,42,9.285,0.625227218
137103,6379780.62,1886424.51,34.17448467,-118.6013402,587.8881747,34.1697041,-118.6040526,1145.389717,34.1680463,-118.5916396,1131.799709,34.1678825,-118.6106854,2891.25,3074.361111,3164.185185,612409.7222,646897.2222,678279.6296,0,0,3,0,1,0,0,0,1,2,0,0,0,2,5,0,5,78,82663,0,7,4412,9,7,4.517,36,95,29.401,0.293361023
137104,6384737.529,1886131.782,34.17376068,-118.5849467,1415.79059,34.1700223,-118.5702536,885.7967804,34.1680463,-118.5916396,2459.240443,34.1678825,-118.6106854,2828.083333,2995.569444,3078.462963,588683.3333,622343.0556,653692.5926,0,0,2,0,0,0,1,0,0,0,0,2,0,0,3,0,3,152,105526,0,7,2740,9,45,3.095,28,23,21.533,0.99074829
137201,6375603.767,1885979.112,34.17319135,-118.6151401,1060.263677,34.1681187,-118.6053968,2204.822385,34.16726,-118.5923,719.4387323,34.1678825,-118.6106854,2778.3,2954.583333,3050.488889,567486.6667,603835,633068.8889,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,212,68235,0,11,5380,11,18,1,27.33333333,35,11.203,0.770848184
137301,6369910.842,1887230.444,34.17653258,-118.633987,1361.596793,34.1870249,-118.6263879,1901.084449,34.1922146,-118.6258129,1275.443644,34.1862321,-118.6413591,2811,2995.433333,3086.088889,583305,619271.6667,647937.7778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,43,142000,0,1,2281,15,33,1,10.33333333,17,27.605,0.621465433
137302,6363800.554,1887566.362,34.17734803,-118.6541956,2760.982785,34.1543175,-118.6430694,3093.55865,34.1922146,-118.6258129,1541.251406,34.1862321,-118.6413591,2658.416667,2836.625,2932.527778,538191.6667,575414.5833,604080.5556,0,0,1,0,0,0,3,0,0,0,0,6,0,0,6,0,6,73,120313,0,7,4212,7,4,6.285,0,0,0,0.944690108
137401,6376873.291,1880857.332,34.1591389,-118.6108401,1118.318978,34.1681187,-118.6053968,1932.263452,34.16726,-118.5923,973.4373986,34.1678825,-118.6106854,2855.770833,3044.354167,3143.333333,597050,632800,660216.6667,0,0,5,0,1,0,0,0,0,2,0,0,0,0,3,0,3,153,124667,0,12,4252,3,6,2.591,18,36,19.001,0.916615277
137402,6372596.857,1879545.809,34.15546284,-118.6249487,1674.130513,34.1543175,-118.6430694,3281.582395,34.16726,-118.5923,1907.241951,34.1678825,-118.6106854,2855.770833,3044.354167,3143.333333,597050,632800,660216.6667,0,0,8,0,0,0,2,0,0,0,0,4,0,0,7,0,7,126,100583,0,17,5190,1,5,7.19,13.33333333,11,4.591,1.190332112
137501,6387183.385,1882904.736,34.16493217,-118.5767994,827.3846042,34.1700223,-118.5702536,1410.15753,34.1680463,-118.5916396,3138.365308,34.1678825,-118.6106854,2828.083333,2995.569444,3078.462963,588683.3333,622343.0556,653692.5926,0,0,18,0,0,0,1,0,1,0,0,2,0,2,5,0,5,343,108750,0,16,4160,11.33333333,5,5.021,9,45,3.095,0.970143278
137502,6380860.319,1882402.946,34.16345183,-118.5976916,879.53305,34.1681187,-118.6053968,652.9411828,34.16726,-118.5923,1294.474626,34.1678825,-118.6106854,2891.25,3074.361111,3164.185185,612409.7222,646897.2222,678279.6296,0,0,31,0,0,0,0,4,0,0,0,0,7,0,11,0,11,311,121536,0,15,4173,6,13,10.811,12,13,7.108,0.807020085
137504,6388582.24,1876748.658,34.14803831,-118.5720594,2452.893219,34.1700223,-118.5702536,2838.1073,34.16726,-118.5923,4188.052161,34.1678825,-118.6106854,3099.020833,3315.604167,3406.25,692816.6667,732008.3333,770197.2222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,165673,0,0,1902,0.666666667,0,0,0,0,0,1.481617338
138000,6382838.049,1877059.394,34.14880084,-118.5910501,2524.075756,34.1681187,-118.6053968,2058.087342,34.16726,-118.5923,2789.896301,34.1678825,-118.6106854,3025.541667,3211.416667,3300.25,662881.25,694937.5,725138.8889,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,2,92,124844,0,2,4473,0,0,2.095,0,0,0,1.726714267
139001,6406889.895,1886611.635,34.1754113,-118.511718,1681.25583,34.16266,-118.5215,687.6116661,34.1717937,-118.5177696,1942.812211,34.1667746,-118.5300482,3169.880952,3417.77381,3517.714286,730164.2857,785119.0476,829433.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,105481,0,14,4993,17.33333333,0,0,9.5,15,7.946,0.478656791
139200,6402980.602,1886735.454,34.17569616,-118.5246447,1479.800766,34.16266,-118.5215,767.8858535,34.1717937,-118.5177696,1110.86021,34.1667746,-118.5300482,3239.4,3487.433333,3584.4,729503.3333,782725,823157.7778,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,80708,0,9,5365,0.5,0,0,110.5,45,49.891,0.444775271
139301,6392858.613,1887684.371,34.17815381,-118.5581266,1437.635542,34.1700223,-118.5702536,3285.220458,34.1680463,-118.5916396,1928.30114,34.1933507,-118.5480767,2794.642857,2972.571429,3053.984127,579440.4762,616547.619,651614.2857,0,0,2,0,0,0,4,0,3,0,0,8,0,6,16,0,16,129,83409,0,12,4439,6.5,10,16.156,25.33333333,49,44.27,1.106364318
139302,6398832.581,1887131.114,34.17672309,-118.5383656,2205.392891,34.16266,-118.5215,1974.633298,34.1717937,-118.5177696,1346.584004,34.1667746,-118.5300482,3110.902778,3338.777778,3433.518519,682791.6667,733600,773377.7778,0,0,2,0,0,0,1,0,1,0,0,2,0,2,4,0,4,145,44013,0,3,4559,14.5,5,4.021,77.5,70,62.256,0.130609968
139303,6400361.638,1886963.316,34.17628441,-118.5333073,1866.25496,34.16266,-118.5215,1515.804287,34.1717937,-118.5177696,1100.359913,34.1667746,-118.5300482,3110.902778,3338.777778,3433.518519,682791.6667,733600,773377.7778,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,108,42813,0,3,4366,24.5,6,1,63.16666667,54,48.351,0.160437043
139401,6399055.591,1884572.413,34.1696955,-118.537583,1675.65129,34.16266,-118.5215,1839.74333,34.1717937,-118.5177696,766.3870141,34.1667746,-118.5300482,3438.6875,3712.354167,3810.861111,796958.3333,851258.3333,893180.5556,0,14,38,0,0,0,1,0,4,0,0,2,0,8,14,0,14,301,59099,0,18,2672,9.333333333,15,13.797,49.83333333,48,25.873,0.350274231
139402,6394757.943,1883893.123,34.16776493,-118.5517782,1720.115166,34.1700223,-118.5702536,3164.243837,34.1717937,-118.5177696,2004.495435,34.1667746,-118.5300482,2867.533333,3053.25,3121.977778,601068.3333,638598.3333,677688.8889,0,6,43,0,0,0,0,0,1,0,0,0,0,2,18,0,18,218,103603,0,8,2876,6.333333333,26,17.926,30.33333333,30,33.974,0.943537257
139502,6402452.108,1882059.637,34.1628402,-118.5263111,443.6082814,34.16266,-118.5215,1269.779868,34.1717937,-118.5177696,557.0540531,34.1667746,-118.5300482,3239.4,3487.433333,3584.4,729503.3333,782725,823157.7778,0,2,7,0,0,0,0,0,1,0,0,0,0,2,3,0,3,147,85352,0,8,3048,3,0,2.926,18.83333333,30,21.743,0.404440126
139503,6403003.485,1883856.282,34.167785,-118.5245194,634.6891449,34.16266,-118.5215,765.2577175,34.1717937,-118.5177696,521.5089111,34.1667746,-118.5300482,3239.4,3487.433333,3584.4,729503.3333,782725,823157.7778,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,56979,0,3,4589,1,11,0,62.66666667,25,25.669,0.135794647
139504,6404293.387,1883570.524,34.16701821,-118.5202504,498.619975,34.16266,-118.5215,578.6293647,34.1717937,-118.5177696,902.8467121,34.1667746,-118.5300482,3239.4,3487.433333,3584.4,729503.3333,782725,823157.7778,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,169,40833,0,3,3431,1,0,1,53.33333333,21,10.872,0.111603227
139600,6407358.295,1882478.225,34.16405992,-118.5101001,1061.547944,34.16266,-118.5215,1113.636456,34.1717937,-118.5177696,1862.063947,34.1667746,-118.5300482,3169.880952,3417.77381,3517.714286,730164.2857,785119.0476,829433.3333,0,8,39,0,0,0,1,0,2,0,0,2,0,4,7,0,7,235,93082,0,16,4548,7,4,6.946,22.33333333,11,12.947,0.956510995
139701,6411696.087,1880012.658,34.15734458,-118.4957206,556.0723608,34.1576322,-118.489694,2590.706485,34.1717937,-118.5177696,3331.66927,34.1667746,-118.5300482,3298.541667,3565.361111,3672.222222,779968.0556,838250,884818.5185,0,10,32,0,0,0,1,0,1,0,0,2,0,2,9,0,9,228,142300,0,13,4856,0,0,9.021,7,4,6.946,1.312411017
139702,6408480.792,1874015.75,34.14082203,-118.5062486,2414.062862,34.1576322,-118.489694,3607.397989,34.1717937,-118.5177696,3626.73984,34.1667746,-118.5300482,3696.666667,4007.729167,4106.222222,909097.9167,972060.4167,1018855.556,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,174441,0,0,6123,0.5,0,0,0,0,0,3.627871539
